   step     dens     kT     pres         Lx      Ly      Lz          Px       Py       Pz         px        py        pz
     4300  2.9977  0.9942  21.8438     12.000  12.000  12.000      7.3507   7.2964   7.1967    -0.20E-12  0.28E-12  0.29E-12
     4400  2.9977  0.9900  21.9407     12.000  12.000  12.000      7.3573   7.2629   7.3204    -0.17E-12  0.29E-12  0.30E-12
     4500  2.9977  0.9979  21.8531     12.000  12.000  12.000      7.3378   7.2311   7.2842    -0.67E-12  0.29E-12  0.28E-12
     4600  2.9977  0.9996  21.8993     12.000  12.000  12.000      7.2770   7.3222   7.3001    -0.24E-12  0.48E-12  0.17E-12
     4700  2.9977  0.9970  21.8369     12.000  12.000  12.000      7.2392   7.2715   7.3262    -0.38E-12  0.14E-12  0.12E-12
     4800  2.9977  0.9825  21.8313     12.000  12.000  12.000      7.3041   7.2869   7.2403    -0.55E-12  0.22E-12  0.16E-12
     4900  2.9977  0.9844  21.9091     12.000  12.000  12.000      7.3053   7.3423   7.2615    -0.59E-12  0.23E-12  0.24E-12
     5000  2.9977  1.0029  21.9139     12.000  12.000  12.000      7.3157   7.3021   7.2960    -0.37E-12  0.31E-12  0.12E-12
     5100  2.9977  0.9993  21.8806     12.000  12.000  12.000      7.2735   7.2653   7.3418     0.18E-12 -0.12E-12  0.36E-13
     5200  2.9977  0.9950  21.9535     12.000  12.000  12.000      7.3388   7.3382   7.2765     0.13E-12 -0.89E-13  0.47E-13
     5300  2.9977  0.9814  21.9028     12.000  12.000  12.000      7.3168   7.2828   7.3032    -0.22E-13 -0.10E-12  0.70E-13
     5400  2.9977  0.9879  21.8578     12.000  12.000  12.000      7.2840   7.2751   7.2988    -0.86E-13  0.31E-14  0.59E-12
     5500  2.9977  0.9951  21.8871     12.000  12.000  12.000      7.3080   7.3055   7.2736    -0.35E-13 -0.35E-12  0.46E-13
     5600  2.9977  1.0197  22.0226     12.000  12.000  12.000      7.3536   7.3072   7.3619     0.81E-13 -0.18E-12  0.12E-13
     5700  2.9977  0.9945  21.8890     12.000  12.000  12.000      7.3097   7.2939   7.2854    -0.54E-13 -0.32E-12 -0.85E-13
     5800  2.9977  0.9770  21.8897     12.000  12.000  12.000      7.2799   7.2866   7.3232    -0.76E-13 -0.14E-12 -0.26E-12
     5900  2.9977  1.0094  22.0401     12.000  12.000  12.000      7.3383   7.3209   7.3810    -0.22E-12 -0.30E-12 -0.65E-13
     6000  2.9977  0.9860  21.7997     12.000  12.000  12.000      7.2972   7.2544   7.2482    -0.30E-12 -0.41E-12 -0.21E-12
     6100  2.9977  0.9886  21.8843     12.000  12.000  12.000      7.2875   7.2549   7.3419    -0.91E-13 -0.50E-12 -0.73E-13
     6200  2.9977  0.9935  21.9356     12.000  12.000  12.000      7.2835   7.3260   7.3262    -0.34E-12 -0.47E-12 -0.10E-12
     6300  2.9977  1.0168  21.9045     12.000  12.000  12.000      7.2679   7.3139   7.3226    -0.13E-12 -0.29E-12 -0.21E-12
     6400  2.9977  0.9824  21.7109     12.000  12.000  12.000      7.2930   7.1884   7.2295    -0.13E-12 -0.38E-12 -0.29E-12
     6500  2.9977  1.0168  21.9293     12.000  12.000  12.000      7.3427   7.3225   7.2641    -0.10E-12 -0.41E-12 -0.27E-12
     6600  2.9977  0.9873  21.7984     12.000  12.000  12.000      7.2362   7.2844   7.2778    -0.12E-12 -0.35E-12 -0.12E-12
     6700  2.9977  0.9799  21.8213     12.000  12.000  12.000      7.3076   7.2595   7.2542    -0.25E-12 -0.43E-12 -0.27E-12
     6800  2.9977  1.0142  21.9297     12.000  12.000  12.000      7.3147   7.3013   7.3137    -0.37E-12 -0.28E-12 -0.25E-12
     6900  2.9977  0.9854  21.9268     12.000  12.000  12.000      7.3233   7.3063   7.2972    -0.33E-12 -0.36E-12 -0.28E-12
     7000  2.9977  0.9892  21.8785     12.000  12.000  12.000      7.2827   7.2726   7.3232    -0.40E-12 -0.38E-12 -0.40E-12
     7100  2.9977  0.9962  21.9473     12.000  12.000  12.000      7.3410   7.2729   7.3335    -0.34E-12 -0.12E-12 -0.25E-12
     7200  2.9977  0.9810  21.9067     12.000  12.000  12.000      7.3381   7.3024   7.2662    -0.35E-12 -0.33E-12 -0.22E-12
     7300  2.9977  0.9869  21.9544     12.000  12.000  12.000      7.2971   7.3072   7.3501    -0.21E-12 -0.60E-12 -0.11E-12
     7400  2.9977  0.9889  21.9387     12.000  12.000  12.000      7.2878   7.3236   7.3273    -0.27E-12 -0.31E-12  0.89E-15
     7500  2.9977  1.0032  21.9037     12.000  12.000  12.000      7.3194   7.2538   7.3305    -0.25E-12 -0.22E-12 -0.28E-12
     7600  2.9977  1.0060  21.8458     12.000  12.000  12.000      7.2533   7.2446   7.3479    -0.45E-12 -0.57E-12  0.12E-13
     7700  2.9977  0.9683  21.8136     12.000  12.000  12.000      7.2762   7.2351   7.3022    -0.41E-12 -0.46E-12  0.79E-13
     7800  2.9977  1.0103  21.9486     12.000  12.000  12.000      7.3176   7.3070   7.3239    -0.35E-12 -0.59E-12  0.19E-13
     7900  2.9977  0.9784  21.7788     12.000  12.000  12.000      7.2624   7.2458   7.2706    -0.38E-12 -0.64E-12  0.12E-12
     8000  2.9977  1.0032  21.9554     12.000  12.000  12.000      7.2971   7.3033   7.3550    -0.21E-12 -0.33E-12  0.25E-13
     8100  2.9977  0.9802  21.8600     12.000  12.000  12.000      7.2524   7.2986   7.3090    -0.15E-12 -0.61E-12 -0.28E-12
     8200  2.9977  1.0049  21.9583     12.000  12.000  12.000      7.3397   7.2797   7.3388     0.44E-13 -0.50E-12 -0.70E-13
     8300  2.9977  1.0005  21.9206     12.000  12.000  12.000      7.2972   7.3654   7.2580    -0.37E-13 -0.53E-12 -0.40E-12
     8400  2.9977  0.9929  21.9529     12.000  12.000  12.000      7.2661   7.3850   7.3018    -0.12E-12 -0.76E-12 -0.11E-12
     8500  2.9977  0.9899  21.8389     12.000  12.000  12.000      7.2816   7.2774   7.2800    -0.12E-12 -0.74E-12 -0.13E-13
     8600  2.9977  0.9827  21.9335     12.000  12.000  12.000      7.3066   7.2875   7.3394    -0.91E-13 -0.92E-12 -0.20E-12
     8700  2.9977  1.0030  21.8976     12.000  12.000  12.000      7.2783   7.3085   7.3107    -0.49E-13 -0.82E-12 -0.56E-12
     8800  2.9977  0.9965  21.9290     12.000  12.000  12.000      7.3084   7.3436   7.2769    -0.65E-13 -0.85E-12 -0.43E-12
     8900  2.9977  0.9968  21.7887     12.000  12.000  12.000      7.2568   7.2693   7.2626    -0.16E-12 -0.10E-11 -0.65E-12
     9000  2.9977  1.0326  21.8730     12.000  12.000  12.000      7.2340   7.3598   7.2793    -0.22E-12 -0.11E-11 -0.47E-12
     9100  2.9977  0.9948  21.7922     12.000  12.000  12.000      7.2613   7.2322   7.2986    -0.23E-12 -0.12E-11 -0.32E-12
     9200  2.9977  1.0036  21.9407     12.000  12.000  12.000      7.3024   7.3050   7.3334    -0.32E-12 -0.13E-11 -0.16E-12
     9300  2.9977  0.9966  21.8647     12.000  12.000  12.000      7.2716   7.3222   7.2710    -0.39E-12 -0.15E-11  0.24E-12
     9400  2.9977  1.0027  21.9560     12.000  12.000  12.000      7.3535   7.2897   7.3128    -0.36E-12 -0.14E-11 -0.94E-13
     9500  2.9977  1.0115  22.0320     12.000  12.000  12.000      7.3529   7.3200   7.3592    -0.36E-12 -0.14E-11  0.24E-12
     9600  2.9977  0.9934  21.8937     12.000  12.000  12.000      7.2922   7.2722   7.3294    -0.31E-12 -0.14E-11  0.16E-12
     9700  2.9977  1.0051  21.9634     12.000  12.000  12.000      7.3139   7.3026   7.3469    -0.17E-12 -0.16E-11 -0.61E-13
     9800  2.9977  1.0007  21.9732     12.000  12.000  12.000      7.3540   7.2750   7.3442     0.10E-12 -0.15E-11  0.38E-12
     9900  2.9977  0.9974  21.9240     12.000  12.000  12.000      7.3091   7.2836   7.3314    -0.89E-13 -0.16E-11  0.56E-13
    10000  2.9977  0.9749  21.8553     12.000  12.000  12.000      7.2118   7.3298   7.3137    -0.12E-12 -0.15E-11  0.29E-12
    10100  2.9977  0.9906  21.8084     12.000  12.000  12.000      7.3142   7.2394   7.2548    -0.14E-12  0.20E-12 -0.18E-12
    10200  2.9977  0.9911  21.8995     12.000  12.000  12.000      7.3171   7.2771   7.3053     0.30E-13  0.46E-13 -0.18E-12
    10300  2.9977  0.9962  21.8934     12.000  12.000  12.000      7.2896   7.2771   7.3267    -0.75E-13 -0.11E-12  0.26E-13
    10400  2.9977  0.9870  21.7270     12.000  12.000  12.000      7.2269   7.2347   7.2655    -0.65E-13 -0.32E-12 -0.88E-13
    10500  2.9977  0.9967  21.7428     12.000  12.000  12.000      7.2788   7.2557   7.2083     0.15E-12 -0.16E-12 -0.15E-12
    10600  2.9977  1.0025  21.8165     12.000  12.000  12.000      7.2727   7.2620   7.2817     0.57E-13 -0.15E-12 -0.23E-12
    10700  2.9977  1.0185  21.9645     12.000  12.000  12.000      7.3290   7.2671   7.3684     0.22E-12  0.17E-12 -0.21E-12
    10800  2.9977  1.0123  21.9069     12.000  12.000  12.000      7.3185   7.2411   7.3473     0.53E-13 -0.18E-12 -0.33E-12
    10900  2.9977  0.9919  21.8602     12.000  12.000  12.000      7.3050   7.2314   7.3239     0.45E-13 -0.40E-12 -0.32E-12
    11000  2.9977  0.9861  21.7695     12.000  12.000  12.000      7.2785   7.2384   7.2526     0.16E-12 -0.34E-12 -0.32E-12
    11100  2.9977  1.0086  21.9667     12.000  12.000  12.000      7.3458   7.2796   7.3414     0.13E-12 -0.62E-13 -0.31E-12
    11200  2.9977  1.0007  21.9031     12.000  12.000  12.000      7.2511   7.2838   7.3682     0.17E-12 -0.36E-13 -0.32E-12
    11300  2.9977  1.0028  21.9700     12.000  12.000  12.000      7.2903   7.3766   7.3030     0.19E-12  0.20E-12 -0.27E-12
    11400  2.9977  1.0134  21.9341     12.000  12.000  12.000      7.2718   7.3059   7.3563     0.11E-12  0.13E-12 -0.47E-12
    11500  2.9977  0.9746  21.7947     12.000  12.000  12.000      7.2554   7.2599   7.2794     0.89E-13  0.17E-12 -0.15E-12
    11600  2.9977  0.9939  21.9307     12.000  12.000  12.000      7.3005   7.2971   7.3331     0.48E-13  0.14E-12  0.15E-12
    11700  2.9977  0.9864  21.8563     12.000  12.000  12.000      7.2658   7.2995   7.2911    -0.20E-12  0.46E-12 -0.17E-12
    11800  2.9977  1.0037  21.9744     12.000  12.000  12.000      7.2734   7.3768   7.3242    -0.73E-13  0.25E-12 -0.80E-13
    11900  2.9977  0.9920  21.7736     12.000  12.000  12.000      7.2272   7.2817   7.2648     0.26E-13  0.40E-12 -0.97E-13
    12000  2.9977  0.9862  21.8599     12.000  12.000  12.000      7.2569   7.3106   7.2925    -0.64E-14  0.35E-12 -0.17E-12
    12100  2.9977  0.9994  21.8551     12.000  12.000  12.000      7.2580   7.3097   7.2874    -0.17E-15  0.51E-12  0.67E-13
    12200  2.9977  1.0021  21.8377     12.000  12.000  12.000      7.3171   7.2100   7.3106     0.18E-12  0.48E-12  0.25E-12
    12300  2.9977  1.0002  21.9848     12.000  12.000  12.000      7.2477   7.3714   7.3657     0.98E-13  0.61E-12  0.26E-12
    12400  2.9977  1.0003  21.8348     12.000  12.000  12.000      7.2332   7.2695   7.3321     0.15E-12  0.51E-12  0.26E-12
    12500  2.9977  0.9861  21.8695     12.000  12.000  12.000      7.2601   7.2591   7.3503     0.20E-13  0.33E-12  0.33E-13
    12600  2.9977  1.0140  21.8426     12.000  12.000  12.000      7.2745   7.2919   7.2761     0.17E-12  0.21E-12  0.23E-12
    12700  2.9977  0.9874  21.8959     12.000  12.000  12.000      7.2580   7.3276   7.3103     0.23E-12  0.13E-12  0.35E-12
    12800  2.9977  0.9999  21.8616     12.000  12.000  12.000      7.3048   7.2529   7.3040     0.13E-12  0.17E-12  0.42E-13
    12900  2.9977  1.0027  21.8061     12.000  12.000  12.000      7.2380   7.2999   7.2682     0.24E-12  0.33E-12  0.29E-12
    13000  2.9977  0.9823  21.8378     12.000  12.000  12.000      7.2826   7.2332   7.3220     0.26E-12  0.16E-12  0.40E-12
    13100  2.9977  0.9931  21.8205     12.000  12.000  12.000      7.2115   7.2718   7.3372     0.22E-12  0.96E-13  0.26E-12
    13200  2.9977  0.9964  21.8039     12.000  12.000  12.000      7.2283   7.2547   7.3209     0.35E-12  0.29E-12  0.12E-12
    13300  2.9977  0.9796  21.8245     12.000  12.000  12.000      7.2840   7.2539   7.2866     0.62E-12  0.91E-13  0.30E-13
    13400  2.9977  1.0145  21.8766     12.000  12.000  12.000      7.2514   7.2610   7.3641     0.55E-12  0.27E-12  0.22E-13
    13500  2.9977  0.9941  21.8021     12.000  12.000  12.000      7.2619   7.2713   7.2689     0.31E-12  0.26E-12  0.34E-12
    13600  2.9977  0.9971  21.7471     12.000  12.000  12.000      7.2495   7.2707   7.2270     0.44E-12  0.34E-12  0.24E-12
    13700  2.9977  0.9868  21.5720     12.000  12.000  12.000      7.1401   7.1998   7.2321     0.22E-12  0.34E-12 -0.28E-12
    13800  2.9977  0.9986  21.8169     12.000  12.000  12.000      7.2554   7.2324   7.3291     0.49E-12  0.29E-12  0.53E-13
    13900  2.9977  0.9977  21.7690     12.000  12.000  12.000      7.2324   7.2345   7.3021     0.39E-12  0.47E-12  0.68E-13
    14000  2.9977  1.0022  21.8292     12.000  12.000  12.000      7.3139   7.2668   7.2486     0.66E-13  0.41E-12  0.20E-12
    14100  2.9977  1.0105  21.8800     12.000  12.000  12.000      7.2565   7.3049   7.3186     0.17E-12  0.24E-12  0.18E-12
    14200  2.9977  0.9911  21.8191     12.000  12.000  12.000      7.2951   7.2662   7.2579     0.34E-12  0.23E-12  0.15E-12
    14300  2.9977  0.9924  21.8863     12.000  12.000  12.000      7.2677   7.3139   7.3048     0.23E-12  0.12E-12  0.26E-12
    14400  2.9977  1.0003  21.8060     12.000  12.000  12.000      7.2876   7.2470   7.2714     0.80E-13  0.21E-12  0.26E-12
    14500  2.9977  0.9963  21.8032     12.000  12.000  12.000      7.2036   7.2982   7.3014     0.50E-12  0.28E-12  0.28E-12
    14600  2.9977  0.9906  21.8999     12.000  12.000  12.000      7.2828   7.2902   7.3269     0.18E-13  0.30E-12  0.34E-12
    14700  2.9977  1.0063  21.7889     12.000  12.000  12.000      7.2657   7.1986   7.3247     0.18E-12  0.25E-12  0.39E-12
    14800  2.9977  0.9972  21.7785     12.000  12.000  12.000      7.2333   7.2553   7.2900    -0.76E-13  0.44E-12  0.50E-12
    14900  2.9977  0.9983  21.8335     12.000  12.000  12.000      7.2148   7.2777   7.3409    -0.24E-12  0.56E-12  0.34E-12
    15000  2.9977  0.9898  21.7077     12.000  12.000  12.000      7.2501   7.2238   7.2338    -0.22E-12  0.54E-12  0.34E-12
    15100  2.9977  1.0096  21.7440     12.000  12.000  12.000      7.2775   7.2111   7.2554     0.13E-12 -0.80E-14 -0.69E-13
    15200  2.9977  1.0091  21.8839     12.000  12.000  12.000      7.2553   7.2911   7.3375     0.90E-13  0.17E-13 -0.43E-12
    15300  2.9977  1.0177  21.7992     12.000  12.000  12.000      7.2277   7.2530   7.3185     0.22E-13  0.12E-13 -0.15E-12
    15400  2.9977  1.0095  21.8920     12.000  12.000  12.000      7.2593   7.3056   7.3272    -0.22E-13  0.14E-12 -0.17E-12
    15500  2.9977  0.9799  21.7801     12.000  12.000  12.000      7.2350   7.2475   7.2976     0.11E-12 -0.13E-12 -0.47E-13
    15600  2.9977  0.9999  21.8142     12.000  12.000  12.000      7.2668   7.2492   7.2982     0.44E-13 -0.57E-13 -0.11E-12
    15700  2.9977  1.0171  21.8413     12.000  12.000  12.000      7.2046   7.2892   7.3474     0.90E-13 -0.69E-13 -0.30E-12
    15800  2.9977  0.9996  21.7597     12.000  12.000  12.000      7.1999   7.2797   7.2801     0.50E-13 -0.32E-13 -0.30E-12
    15900  2.9977  0.9883  21.7530     12.000  12.000  12.000      7.1833   7.2905   7.2792     0.71E-13  0.13E-12 -0.22E-12
    16000  2.9977  1.0015  21.8202     12.000  12.000  12.000      7.2801   7.2881   7.2520     0.34E-12  0.21E-12  0.14E-14
    16100  2.9977  1.0022  21.7739     12.000  12.000  12.000      7.1976   7.2726   7.3037     0.39E-12  0.43E-14  0.17E-14
    16200  2.9977  0.9861  21.8416     12.000  12.000  12.000      7.2730   7.2523   7.3163     0.43E-12  0.20E-12 -0.21E-12
    16300  2.9977  1.0025  21.7817     12.000  12.000  12.000      7.3015   7.2622   7.2179     0.31E-12  0.17E-12 -0.73E-13
    16400  2.9977  0.9901  21.6923     12.000  12.000  12.000      7.2003   7.2530   7.2390     0.20E-12  0.11E-12 -0.23E-12
    16500  2.9977  0.9877  21.7322     12.000  12.000  12.000      7.1792   7.2530   7.2999     0.17E-12  0.14E-12 -0.18E-12
    16600  2.9977  0.9788  21.7538     12.000  12.000  12.000      7.2153   7.2516   7.2868     0.47E-13  0.32E-12 -0.41E-12
    16700  2.9977  0.9895  21.7754     12.000  12.000  12.000      7.2184   7.2643   7.2928     0.74E-13  0.25E-12  0.16E-12
    16800  2.9977  0.9885  21.7463     12.000  12.000  12.000      7.1777   7.2630   7.3056     0.10E-12  0.24E-12 -0.97E-13
    16900  2.9977  0.9917  21.6879     12.000  12.000  12.000      7.1996   7.1772   7.3111     0.93E-14  0.25E-12 -0.68E-13
    17000  2.9977  1.0011  21.6853     12.000  12.000  12.000      7.2445   7.1766   7.2642     0.34E-12  0.36E-12  0.13E-12
    17100  2.9977  1.0034  21.7323     12.000  12.000  12.000      7.2072   7.1910   7.3341     0.27E-12  0.50E-12  0.89E-15
    17200  2.9977  0.9803  21.6112     12.000  12.000  12.000      7.1421   7.2285   7.2406     0.23E-12  0.44E-12  0.25E-12
    17300  2.9977  1.0059  21.8303     12.000  12.000  12.000      7.2691   7.3310   7.2302     0.28E-12  0.53E-12  0.79E-13
    17400  2.9977  0.9928  21.8514     12.000  12.000  12.000      7.2049   7.3209   7.3257     0.18E-12  0.42E-12  0.14E-12
    17500  2.9977  0.9935  21.7674     12.000  12.000  12.000      7.2207   7.2777   7.2690     0.23E-12  0.10E-12  0.16E-12
    17600  2.9977  0.9908  21.7414     12.000  12.000  12.000      7.1730   7.2571   7.3113     0.28E-13  0.29E-12  0.51E-13
    17700  2.9977  0.9626  21.6863     12.000  12.000  12.000      7.2112   7.2219   7.2532     0.47E-12  0.26E-12 -0.13E-12
    17800  2.9977  1.0039  21.7595     12.000  12.000  12.000      7.2097   7.2557   7.2941     0.34E-12  0.12E-12  0.22E-12
    17900  2.9977  0.9926  21.7677     12.000  12.000  12.000      7.2956   7.1545   7.3177     0.41E-12  0.94E-13  0.77E-13
    18000  2.9977  0.9773  21.6909     12.000  12.000  12.000      7.2112   7.2131   7.2667     0.42E-12  0.16E-12  0.63E-13
    18100  2.9977  1.0217  21.8365     12.000  12.000  12.000      7.2773   7.2593   7.2999     0.36E-12  0.37E-12  0.61E-13
    18200  2.9977  1.0125  21.8158     12.000  12.000  12.000      7.2596   7.2487   7.3074     0.37E-12  0.44E-12  0.25E-13
    18300  2.9977  1.0002  21.7107     12.000  12.000  12.000      7.2171   7.2232   7.2704     0.27E-12  0.88E-12 -0.19E-13
    18400  2.9977  1.0016  21.7861     12.000  12.000  12.000      7.2127   7.2835   7.2899     0.21E-12  0.55E-12  0.13E-12
    18500  2.9977  1.0074  21.7506     12.000  12.000  12.000      7.2178   7.2426   7.2902     0.39E-12  0.62E-12  0.15E-12
    18600  2.9977  0.9909  21.6973     12.000  12.000  12.000      7.2253   7.2426   7.2294     0.49E-12  0.56E-12  0.34E-12
    18700  2.9977  0.9934  21.7362     12.000  12.000  12.000      7.2096   7.2593   7.2674     0.22E-12  0.59E-12  0.41E-12
    18800  2.9977  0.9881  21.6800     12.000  12.000  12.000      7.2011   7.1923   7.2866     0.26E-12  0.81E-12  0.45E-12
    18900  2.9977  0.9763  21.6894     12.000  12.000  12.000      7.2032   7.2441   7.2421     0.20E-12  0.60E-12  0.35E-12
    19000  2.9977  1.0230  21.7134     12.000  12.000  12.000      7.2109   7.2787   7.2238     0.21E-12  0.43E-12  0.60E-12
    19100  2.9977  1.0167  21.7263     12.000  12.000  12.000      7.2469   7.2193   7.2601     0.34E-12  0.93E-13  0.44E-12
    19200  2.9977  1.0175  21.7283     12.000  12.000  12.000      7.1979   7.2721   7.2584     0.13E-12  0.51E-12  0.56E-12
    19300  2.9977  1.0040  21.7044     12.000  12.000  12.000      7.1775   7.2394   7.2875     0.17E-12  0.48E-12  0.42E-12
    19400  2.9977  1.0043  21.7534     12.000  12.000  12.000      7.2625   7.1961   7.2948     0.24E-12  0.19E-12  0.58E-12
    19500  2.9977  1.0029  21.6979     12.000  12.000  12.000      7.2574   7.1597   7.2809     0.25E-12  0.49E-12  0.65E-12
    19600  2.9977  1.0042  21.6938     12.000  12.000  12.000      7.1993   7.2685   7.2260     0.99E-13  0.44E-12  0.45E-12
    19700  2.9977  1.0178  21.9111     12.000  12.000  12.000      7.2625   7.2942   7.3543     0.14E-12  0.15E-12  0.48E-12
    19800  2.9977  0.9998  21.7085     12.000  12.000  12.000      7.2652   7.1884   7.2549     0.29E-12  0.44E-12  0.62E-12
    19900  2.9977  0.9734  21.7062     12.000  12.000  12.000      7.2024   7.2271   7.2768     0.19E-12  0.44E-12  0.40E-12
    20000  2.9977  1.0132  21.7847     12.000  12.000  12.000      7.2705   7.1835   7.3308     0.31E-12  0.53E-12  0.44E-12
    20100  2.9977  0.9932  21.7171     12.000  12.000  12.000      7.2254   7.2600   7.2317    -0.23E-12  0.53E-13  0.39E-12
    20200  2.9977  0.9905  21.7160     12.000  12.000  12.000      7.2176   7.2597   7.2387     0.15E-13  0.25E-12  0.44E-12
    20300  2.9977  1.0008  21.7334     12.000  12.000  12.000      7.2690   7.2113   7.2531    -0.11E-12  0.43E-12  0.29E-12
    20400  2.9977  0.9910  21.7367     12.000  12.000  12.000      7.2233   7.2286   7.2848    -0.46E-12  0.13E-12  0.23E-12
