   step     dens     kT     pres         Lx      Ly      Lz          Px       Py       Pz         px        py        pz
     5400  2.9977  0.9972  21.7809     12.000  12.000  12.000      7.2407   7.2685   7.2717    -0.57E-13  0.28E-12  0.57E-12
     5500  2.9977  1.0172  21.9772     12.000  12.000  12.000      7.3516   7.3528   7.2728     0.24E-12  0.43E-12  0.55E-12
     5600  2.9977  0.9962  21.7782     12.000  12.000  12.000      7.2810   7.2855   7.2116     0.89E-13  0.41E-12  0.54E-12
     5700  2.9977  1.0075  21.8413     12.000  12.000  12.000      7.3000   7.2743   7.2670     0.28E-12  0.57E-12  0.68E-12
     5800  2.9977  0.9891  21.7162     12.000  12.000  12.000      7.2914   7.1929   7.2318     0.39E-12  0.52E-12  0.53E-12
     5900  2.9977  0.9986  21.8440     12.000  12.000  12.000      7.2972   7.2623   7.2845     0.22E-12  0.35E-12  0.73E-12
     6000  2.9977  0.9956  21.8663     12.000  12.000  12.000      7.2958   7.2339   7.3366     0.56E-13  0.33E-12  0.37E-12
     6100  2.9977  0.9880  21.8834     12.000  12.000  12.000      7.3426   7.2430   7.2978     0.48E-12  0.22E-12  0.25E-12
     6200  2.9977  0.9931  21.7718     12.000  12.000  12.000      7.2669   7.2671   7.2378     0.41E-12  0.28E-12  0.33E-12
     6300  2.9977  0.9906  21.7942     12.000  12.000  12.000      7.3042   7.2740   7.2160     0.31E-12  0.20E-12  0.77E-12
     6400  2.9977  1.0016  21.8638     12.000  12.000  12.000      7.2866   7.2399   7.3373     0.26E-12  0.38E-12  0.47E-12
     6500  2.9977  0.9949  21.7532     12.000  12.000  12.000      7.2708   7.2233   7.2591     0.40E-12  0.35E-12  0.36E-12
     6600  2.9977  0.9862  21.8258     12.000  12.000  12.000      7.3088   7.3081   7.2090     0.30E-12  0.53E-12  0.38E-12
     6700  2.9977  1.0023  21.8727     12.000  12.000  12.000      7.2770   7.2810   7.3146     0.57E-12  0.85E-12  0.24E-12
     6800  2.9977  0.9964  21.8597     12.000  12.000  12.000      7.2851   7.2816   7.2930     0.62E-12  0.53E-12  0.61E-12
     6900  2.9977  0.9930  21.8967     12.000  12.000  12.000      7.2454   7.3456   7.3058     0.87E-12  0.50E-12  0.54E-12
     7000  2.9977  0.9997  21.9907     12.000  12.000  12.000      7.3353   7.3239   7.3316     0.83E-12  0.61E-12  0.55E-12
     7100  2.9977  0.9813  21.6785     12.000  12.000  12.000      7.2322   7.2018   7.2444     0.70E-12  0.78E-12  0.44E-12
     7200  2.9977  0.9926  21.8349     12.000  12.000  12.000      7.3323   7.2626   7.2400     0.73E-12  0.91E-12  0.51E-12
     7300  2.9977  0.9823  21.8403     12.000  12.000  12.000      7.2881   7.2715   7.2807     0.67E-12  0.74E-12  0.64E-12
     7400  2.9977  1.0054  21.9188     12.000  12.000  12.000      7.3051   7.2937   7.3200     0.63E-12  0.71E-12  0.65E-12
     7500  2.9977  1.0121  21.8590     12.000  12.000  12.000      7.2630   7.2857   7.3103     0.57E-12  0.70E-12  0.57E-12
     7600  2.9977  0.9973  21.7332     12.000  12.000  12.000      7.2618   7.2033   7.2681     0.63E-12  0.73E-12  0.41E-12
     7700  2.9977  0.9836  21.7477     12.000  12.000  12.000      7.2699   7.2513   7.2264     0.71E-12  0.52E-12  0.29E-12
     7800  2.9977  0.9914  21.8332     12.000  12.000  12.000      7.2273   7.2999   7.3061     0.70E-12  0.60E-12  0.59E-12
     7900  2.9977  0.9935  21.9268     12.000  12.000  12.000      7.3030   7.2786   7.3452     0.86E-12  0.44E-12  0.48E-12
     8000  2.9977  0.9967  21.9038     12.000  12.000  12.000      7.2950   7.2985   7.3103     0.86E-12  0.57E-12  0.47E-12
     8100  2.9977  0.9920  21.8075     12.000  12.000  12.000      7.2596   7.2952   7.2528     0.95E-12  0.45E-12  0.41E-12
     8200  2.9977  1.0203  21.8272     12.000  12.000  12.000      7.3184   7.2219   7.2869     0.10E-11  0.32E-12  0.48E-12
     8300  2.9977  0.9894  21.8346     12.000  12.000  12.000      7.3103   7.2740   7.2504     0.12E-11  0.38E-12  0.38E-12
     8400  2.9977  0.9876  21.8298     12.000  12.000  12.000      7.2969   7.2999   7.2330     0.11E-11  0.12E-12  0.33E-12
     8500  2.9977  1.0174  21.8651     12.000  12.000  12.000      7.3296   7.2667   7.2688     0.12E-11 -0.32E-13  0.29E-12
     8600  2.9977  0.9838  21.7873     12.000  12.000  12.000      7.2330   7.3229   7.2313     0.13E-11  0.26E-12  0.26E-12
     8700  2.9977  0.9934  21.8349     12.000  12.000  12.000      7.2977   7.2715   7.2657     0.11E-11  0.38E-12  0.39E-12
     8800  2.9977  0.9905  21.8971     12.000  12.000  12.000      7.2912   7.3069   7.2990     0.12E-11  0.28E-12  0.40E-12
     8900  2.9977  1.0085  21.8673     12.000  12.000  12.000      7.2317   7.3116   7.3240     0.12E-11  0.46E-12  0.34E-12
     9000  2.9977  1.0045  21.6750     12.000  12.000  12.000      7.2316   7.2474   7.1960     0.88E-12  0.29E-12  0.43E-12
     9100  2.9977  0.9975  21.8636     12.000  12.000  12.000      7.2550   7.2910   7.3176     0.14E-11  0.22E-12  0.78E-12
     9200  2.9977  1.0013  21.8918     12.000  12.000  12.000      7.3110   7.2579   7.3229     0.13E-11  0.31E-12  0.72E-12
     9300  2.9977  0.9927  21.7907     12.000  12.000  12.000      7.2754   7.2340   7.2813     0.14E-11  0.41E-12  0.11E-11
     9400  2.9977  0.9850  21.9460     12.000  12.000  12.000      7.3607   7.2949   7.2904     0.16E-11  0.21E-12  0.93E-12
     9500  2.9977  0.9868  21.8893     12.000  12.000  12.000      7.2926   7.3069   7.2898     0.14E-11  0.14E-12  0.10E-11
     9600  2.9977  1.0208  22.0066     12.000  12.000  12.000      7.3453   7.3321   7.3292     0.12E-11 -0.11E-13  0.91E-12
     9700  2.9977  1.0072  21.9035     12.000  12.000  12.000      7.3140   7.2712   7.3183     0.15E-11 -0.17E-12  0.11E-11
     9800  2.9977  0.9965  21.8298     12.000  12.000  12.000      7.2999   7.2943   7.2357     0.13E-11 -0.77E-13  0.10E-11
     9900  2.9977  1.0001  21.9177     12.000  12.000  12.000      7.2824   7.3061   7.3292     0.13E-11 -0.12E-13  0.11E-11
    10000  2.9977  0.9943  21.8307     12.000  12.000  12.000      7.3254   7.2685   7.2368     0.14E-11  0.53E-13  0.13E-11
    10100  2.9977  1.0125  21.8918     12.000  12.000  12.000      7.2425   7.3163   7.3330    -0.21E-13 -0.12E-12 -0.33E-13
    10200  2.9977  0.9904  21.9191     12.000  12.000  12.000      7.3657   7.2984   7.2549     0.41E-12 -0.31E-12  0.51E-13
    10300  2.9977  1.0110  21.9420     12.000  12.000  12.000      7.2784   7.3370   7.3265    -0.68E-13 -0.39E-12 -0.15E-12
    10400  2.9977  1.0050  21.9065     12.000  12.000  12.000      7.2945   7.2643   7.3478    -0.12E-12  0.20E-13  0.41E-13
    10500  2.9977  0.9714  21.7083     12.000  12.000  12.000      7.2210   7.2426   7.2448    -0.52E-13 -0.78E-13  0.45E-13
    10600  2.9977  0.9824  21.7930     12.000  12.000  12.000      7.2469   7.2867   7.2594    -0.37E-12 -0.44E-13  0.31E-14
    10700  2.9977  1.0160  21.7126     12.000  12.000  12.000      7.2421   7.1882   7.2823    -0.41E-12 -0.29E-12 -0.59E-13
    10800  2.9977  0.9763  21.8235     12.000  12.000  12.000      7.3303   7.2841   7.2092    -0.42E-12 -0.85E-13 -0.91E-13
    10900  2.9977  1.0186  21.9323     12.000  12.000  12.000      7.2843   7.3535   7.2945    -0.52E-12 -0.44E-15  0.36E-13
    11000  2.9977  0.9957  21.8151     12.000  12.000  12.000      7.2983   7.2802   7.2367    -0.38E-12  0.36E-13  0.14E-12
    11100  2.9977  1.0131  21.9022     12.000  12.000  12.000      7.2854   7.2999   7.3170    -0.20E-12 -0.40E-14  0.14E-12
    11200  2.9977  0.9943  21.9268     12.000  12.000  12.000      7.3611   7.3047   7.2610    -0.13E-12  0.51E-13 -0.99E-13
    11300  2.9977  1.0011  21.8227     12.000  12.000  12.000      7.3027   7.2856   7.2344    -0.34E-12 -0.26E-13 -0.27E-13
    11400  2.9977  0.9875  21.9108     12.000  12.000  12.000      7.3238   7.2484   7.3387    -0.33E-12  0.15E-12  0.18E-12
    11500  2.9977  0.9931  21.8156     12.000  12.000  12.000      7.3028   7.3126   7.2002    -0.50E-12  0.50E-13  0.27E-12
    11600  2.9977  0.9908  21.8379     12.000  12.000  12.000      7.2894   7.2318   7.3168    -0.10E-12  0.15E-12  0.20E-12
    11700  2.9977  0.9987  21.9234     12.000  12.000  12.000      7.3516   7.2759   7.2959    -0.28E-12 -0.26E-13  0.23E-12
    11800  2.9977  0.9780  21.9874     12.000  12.000  12.000      7.3076   7.3499   7.3299    -0.14E-12  0.45E-13  0.11E-12
    11900  2.9977  0.9837  21.7920     12.000  12.000  12.000      7.3039   7.1947   7.2934    -0.67E-13  0.15E-12  0.92E-13
    12000  2.9977  0.9837  21.8990     12.000  12.000  12.000      7.3007   7.2593   7.3391    -0.22E-12  0.28E-13  0.84E-13
    12100  2.9977  1.0171  21.9493     12.000  12.000  12.000      7.2716   7.3374   7.3403    -0.46E-13  0.85E-13 -0.21E-12
    12200  2.9977  1.0074  21.8524     12.000  12.000  12.000      7.2523   7.3244   7.2757    -0.15E-13  0.52E-12 -0.20E-12
    12300  2.9977  1.0119  21.8747     12.000  12.000  12.000      7.3356   7.2940   7.2451    -0.56E-14  0.15E-12 -0.30E-12
    12400  2.9977  0.9797  21.8003     12.000  12.000  12.000      7.1988   7.2890   7.3125    -0.21E-12  0.23E-12 -0.44E-12
    12500  2.9977  1.0113  21.9597     12.000  12.000  12.000      7.3570   7.3286   7.2741    -0.37E-12  0.12E-12 -0.35E-12
    12600  2.9977  0.9976  21.9640     12.000  12.000  12.000      7.3493   7.2908   7.3239    -0.30E-12  0.26E-12 -0.53E-12
    12700  2.9977  0.9949  21.9470     12.000  12.000  12.000      7.2493   7.3978   7.2999    -0.37E-12  0.24E-12 -0.65E-12
    12800  2.9977  0.9896  21.8291     12.000  12.000  12.000      7.2292   7.3157   7.2842    -0.32E-12  0.21E-12 -0.63E-12
    12900  2.9977  0.9982  21.8467     12.000  12.000  12.000      7.2793   7.3014   7.2660    -0.40E-12  0.26E-12 -0.48E-12
    13000  2.9977  1.0043  21.9192     12.000  12.000  12.000      7.2797   7.3133   7.3262    -0.25E-12  0.19E-12 -0.48E-12
    13100  2.9977  0.9896  21.7579     12.000  12.000  12.000      7.2389   7.2722   7.2468    -0.25E-12  0.19E-12 -0.62E-12
    13200  2.9977  1.0017  21.8551     12.000  12.000  12.000      7.3327   7.2441   7.2782    -0.87E-13 -0.12E-12 -0.60E-12
    13300  2.9977  0.9941  21.8469     12.000  12.000  12.000      7.2456   7.2779   7.3234    -0.24E-12 -0.68E-13 -0.48E-12
    13400  2.9977  0.9942  21.8143     12.000  12.000  12.000      7.2640   7.2284   7.3219    -0.17E-14 -0.56E-13 -0.62E-12
    13500  2.9977  0.9915  21.8141     12.000  12.000  12.000      7.2994   7.2681   7.2466     0.52E-13 -0.28E-12 -0.45E-12
    13600  2.9977  1.0001  21.7531     12.000  12.000  12.000      7.2256   7.2617   7.2659    -0.35E-13 -0.11E-12 -0.43E-12
    13700  2.9977  1.0114  21.9149     12.000  12.000  12.000      7.2991   7.2565   7.3593    -0.92E-13 -0.12E-12 -0.42E-12
    13800  2.9977  1.0042  21.7558     12.000  12.000  12.000      7.2528   7.2276   7.2753    -0.23E-12  0.17E-12 -0.62E-12
    13900  2.9977  1.0092  21.8804     12.000  12.000  12.000      7.3373   7.2587   7.2844    -0.68E-13  0.27E-14 -0.45E-12
    14000  2.9977  0.9996  21.8658     12.000  12.000  12.000      7.3193   7.3061   7.2405    -0.83E-13 -0.11E-12 -0.54E-12
    14100  2.9977  0.9681  21.7583     12.000  12.000  12.000      7.2225   7.2879   7.2479    -0.58E-13  0.87E-13 -0.62E-12
    14200  2.9977  1.0132  21.8515     12.000  12.000  12.000      7.2887   7.2775   7.2853    -0.64E-13  0.16E-12 -0.75E-12
    14300  2.9977  1.0231  21.8979     12.000  12.000  12.000      7.3090   7.3067   7.2822     0.56E-13  0.16E-12 -0.36E-12
    14400  2.9977  1.0186  21.8062     12.000  12.000  12.000      7.2438   7.2875   7.2749    -0.95E-13 -0.44E-13 -0.55E-12
    14500  2.9977  1.0144  21.9235     12.000  12.000  12.000      7.2727   7.2632   7.3876    -0.18E-12  0.35E-13 -0.71E-12
    14600  2.9977  0.9975  21.8537     12.000  12.000  12.000      7.3042   7.2834   7.2661    -0.23E-12  0.27E-13 -0.58E-12
    14700  2.9977  1.0001  21.8536     12.000  12.000  12.000      7.2924   7.3146   7.2466    -0.38E-12 -0.15E-13 -0.61E-12
    14800  2.9977  0.9935  21.8564     12.000  12.000  12.000      7.3147   7.2831   7.2586    -0.54E-12 -0.23E-12 -0.67E-12
    14900  2.9977  0.9858  21.7188     12.000  12.000  12.000      7.2024   7.2214   7.2950    -0.53E-12 -0.44E-12 -0.60E-12
    15000  2.9977  1.0020  21.6631     12.000  12.000  12.000      7.1991   7.2476   7.2164    -0.51E-12 -0.20E-12 -0.58E-12
    15100  2.9977  1.0215  21.8877     12.000  12.000  12.000      7.2722   7.3182   7.2973    -0.44E-15  0.15E-12 -0.22E-13
    15200  2.9977  1.0013  21.8042     12.000  12.000  12.000      7.2312   7.2848   7.2882     0.52E-13  0.14E-12  0.33E-13
    15300  2.9977  1.0083  21.8161     12.000  12.000  12.000      7.2738   7.2663   7.2760    -0.10E-12  0.91E-13  0.10E-13
    15400  2.9977  0.9841  21.7248     12.000  12.000  12.000      7.2530   7.2750   7.1968     0.47E-13  0.35E-12 -0.60E-13
    15500  2.9977  1.0045  21.9355     12.000  12.000  12.000      7.2773   7.3496   7.3086    -0.13E-12  0.25E-12 -0.94E-13
    15600  2.9977  1.0108  21.9345     12.000  12.000  12.000      7.3235   7.3182   7.2927    -0.91E-13  0.41E-12 -0.23E-12
    15700  2.9977  1.0024  21.8229     12.000  12.000  12.000      7.3135   7.2424   7.2670    -0.28E-12  0.45E-12 -0.12E-12
    15800  2.9977  0.9857  21.7585     12.000  12.000  12.000      7.2466   7.2391   7.2728    -0.38E-12  0.15E-12 -0.48E-12
    15900  2.9977  0.9765  21.7544     12.000  12.000  12.000      7.2978   7.2280   7.2286    -0.52E-12  0.36E-12 -0.22E-12
    16000  2.9977  0.9972  21.7351     12.000  12.000  12.000      7.2966   7.2105   7.2280    -0.32E-12  0.31E-12  0.40E-13
    16100  2.9977  0.9757  21.7185     12.000  12.000  12.000      7.2249   7.2493   7.2443    -0.62E-12  0.25E-12 -0.12E-12
    16200  2.9977  0.9804  21.7888     12.000  12.000  12.000      7.2770   7.2871   7.2247    -0.36E-12  0.12E-12 -0.12E-12
    16300  2.9977  0.9983  21.9189     12.000  12.000  12.000      7.3319   7.3256   7.2614    -0.42E-12  0.31E-12 -0.16E-12
    16400  2.9977  0.9919  21.8510     12.000  12.000  12.000      7.2641   7.3050   7.2818    -0.51E-12  0.13E-12 -0.59E-13
    16500  2.9977  1.0220  21.8409     12.000  12.000  12.000      7.3390   7.2602   7.2418    -0.29E-12  0.30E-12 -0.19E-12
    16600  2.9977  0.9811  21.6539     12.000  12.000  12.000      7.2472   7.2339   7.1728    -0.36E-12  0.39E-12  0.47E-13
    16700  2.9977  0.9922  21.7459     12.000  12.000  12.000      7.2854   7.2190   7.2415    -0.36E-12  0.30E-12 -0.69E-13
    16800  2.9977  0.9989  21.7369     12.000  12.000  12.000      7.2846   7.2234   7.2290    -0.34E-12  0.26E-12 -0.78E-13
    16900  2.9977  0.9919  21.8352     12.000  12.000  12.000      7.3126   7.2963   7.2263    -0.77E-12  0.23E-12 -0.36E-13
    17000  2.9977  1.0028  21.8230     12.000  12.000  12.000      7.2406   7.3081   7.2743    -0.62E-12  0.30E-12 -0.22E-13
    17100  2.9977  0.9945  21.7697     12.000  12.000  12.000      7.2530   7.2373   7.2794    -0.11E-11  0.39E-12 -0.21E-12
    17200  2.9977  0.9985  21.7944     12.000  12.000  12.000      7.2394   7.2514   7.3036    -0.85E-12  0.38E-12  0.19E-12
    17300  2.9977  1.0088  21.7491     12.000  12.000  12.000      7.2110   7.2796   7.2585    -0.78E-12  0.25E-12  0.17E-12
    17400  2.9977  1.0015  21.7403     12.000  12.000  12.000      7.2208   7.2692   7.2503    -0.66E-12  0.41E-12  0.32E-12
    17500  2.9977  0.9873  21.6246     12.000  12.000  12.000      7.1581   7.2619   7.2045    -0.80E-12  0.27E-12  0.43E-12
    17600  2.9977  1.0057  21.7892     12.000  12.000  12.000      7.2480   7.2866   7.2546    -0.10E-11  0.20E-12  0.28E-12
    17700  2.9977  0.9942  21.8351     12.000  12.000  12.000      7.2659   7.3426   7.2266    -0.11E-11 -0.12E-12  0.48E-12
    17800  2.9977  1.0025  21.8593     12.000  12.000  12.000      7.2547   7.2910   7.3136    -0.12E-11 -0.18E-12  0.97E-13
    17900  2.9977  1.0147  21.8904     12.000  12.000  12.000      7.2863   7.3025   7.3015    -0.83E-12 -0.93E-13  0.19E-12
    18000  2.9977  0.9959  21.9115     12.000  12.000  12.000      7.2784   7.3149   7.3181    -0.82E-12 -0.34E-13  0.19E-14
    18100  2.9977  0.9901  21.7822     12.000  12.000  12.000      7.1836   7.2988   7.2997    -0.78E-12  0.51E-13  0.20E-12
    18200  2.9977  0.9862  21.8087     12.000  12.000  12.000      7.3041   7.2667   7.2379    -0.66E-12  0.17E-12  0.31E-12
    18300  2.9977  0.9903  21.8231     12.000  12.000  12.000      7.2777   7.2970   7.2484    -0.61E-12  0.32E-13  0.30E-12
    18400  2.9977  0.9985  21.7075     12.000  12.000  12.000      7.2739   7.2236   7.2100    -0.47E-12 -0.92E-13  0.99E-12
    18500  2.9977  0.9955  21.8606     12.000  12.000  12.000      7.2808   7.3001   7.2796    -0.64E-12  0.11E-13  0.38E-12
    18600  2.9977  0.9840  21.7391     12.000  12.000  12.000      7.2281   7.2426   7.2683    -0.75E-12 -0.57E-13  0.21E-12
    18700  2.9977  0.9926  21.8045     12.000  12.000  12.000      7.2484   7.2679   7.2882    -0.77E-12  0.22E-12  0.37E-12
    18800  2.9977  0.9871  21.7521     12.000  12.000  12.000      7.2052   7.2941   7.2528    -0.32E-12 -0.20E-12  0.21E-12
    18900  2.9977  1.0086  21.7936     12.000  12.000  12.000      7.3046   7.2663   7.2227    -0.64E-12 -0.27E-12  0.33E-12
    19000  2.9977  0.9834  21.7183     12.000  12.000  12.000      7.1860   7.2654   7.2669    -0.55E-12 -0.86E-13  0.26E-12
    19100  2.9977  0.9841  21.7891     12.000  12.000  12.000      7.3113   7.2430   7.2349    -0.37E-12 -0.14E-12  0.33E-12
    19200  2.9977  1.0043  21.9400     12.000  12.000  12.000      7.3209   7.2905   7.3287    -0.49E-12 -0.16E-13  0.41E-12
    19300  2.9977  0.9988  21.9060     12.000  12.000  12.000      7.3468   7.3139   7.2453    -0.39E-12  0.79E-14  0.25E-12
    19400  2.9977  1.0008  21.7626     12.000  12.000  12.000      7.2316   7.2907   7.2403    -0.53E-12 -0.17E-12  0.23E-12
    19500  2.9977  0.9957  21.8246     12.000  12.000  12.000      7.3173   7.2405   7.2668    -0.48E-12  0.26E-13  0.22E-12
    19600  2.9977  0.9969  21.9204     12.000  12.000  12.000      7.3042   7.3007   7.3155    -0.76E-12 -0.12E-12  0.97E-13
    19700  2.9977  0.9989  21.8228     12.000  12.000  12.000      7.2444   7.2960   7.2823    -0.70E-12 -0.31E-12  0.15E-12
    19800  2.9977  0.9908  21.7530     12.000  12.000  12.000      7.2170   7.2589   7.2771    -0.58E-12 -0.42E-13  0.22E-12
    19900  2.9977  0.9967  21.7751     12.000  12.000  12.000      7.2353   7.2643   7.2756    -0.40E-12 -0.58E-13  0.91E-14
    20000  2.9977  0.9877  21.7213     12.000  12.000  12.000      7.2358   7.1778   7.3077    -0.43E-12 -0.17E-14  0.34E-13
    20100  2.9977  0.9905  21.7151     12.000  12.000  12.000      7.2157   7.2429   7.2565    -0.36E-12  0.99E-14  0.14E-12
    20200  2.9977  1.0045  21.7936     12.000  12.000  12.000      7.2867   7.2032   7.3037     0.57E-13 -0.20E-12  0.23E-13
    20300  2.9977  0.9932  21.7737     12.000  12.000  12.000      7.2045   7.2643   7.3050    -0.17E-13 -0.32E-12  0.87E-13
    20400  2.9977  0.9830  21.7520     12.000  12.000  12.000      7.2452   7.2256   7.2812    -0.13E-12 -0.23E-12  0.79E-13
