   step     dens     kT     pres         Lx      Ly      Lz          Px       Py       Pz         px        py        pz
     2700  2.9977  0.9986  21.9378     12.000  12.000  12.000      7.3199   7.3194   7.2985     0.39E-12  0.50E-12 -0.10E-11
     2800  2.9977  1.0079  21.8801     12.000  12.000  12.000      7.3384   7.2818   7.2600     0.41E-12  0.10E-11 -0.11E-11
     2900  2.9977  0.9889  21.8892     12.000  12.000  12.000      7.2705   7.3066   7.3121     0.50E-12  0.54E-12 -0.11E-11
     3000  2.9977  1.0131  22.0650     12.000  12.000  12.000      7.3374   7.3671   7.3605     0.62E-12  0.21E-12 -0.12E-11
     3100  2.9977  1.0151  22.1434     12.000  12.000  12.000      7.3808   7.4436   7.3190     0.79E-12  0.68E-12 -0.88E-12
     3200  2.9977  0.9931  21.9156     12.000  12.000  12.000      7.3036   7.3053   7.3067     0.51E-12  0.44E-12 -0.10E-11
     3300  2.9977  0.9873  21.9097     12.000  12.000  12.000      7.3208   7.3293   7.2596     0.52E-12  0.56E-12 -0.10E-11
     3400  2.9977  0.9971  21.9044     12.000  12.000  12.000      7.2641   7.3381   7.3021     0.56E-12  0.42E-12 -0.71E-12
     3500  2.9977  1.0079  22.0976     12.000  12.000  12.000      7.3488   7.3689   7.3799     0.70E-12  0.66E-12 -0.82E-12
     3600  2.9977  0.9946  21.8979     12.000  12.000  12.000      7.2992   7.3067   7.2919     0.73E-12  0.71E-12 -0.87E-12
     3700  2.9977  0.9817  21.8240     12.000  12.000  12.000      7.2912   7.2892   7.2436     0.80E-12  0.74E-12 -0.72E-12
     3800  2.9977  0.9843  21.8903     12.000  12.000  12.000      7.2854   7.3161   7.2888     0.63E-12  0.61E-12 -0.83E-12
     3900  2.9977  0.9899  21.9153     12.000  12.000  12.000      7.3481   7.2977   7.2695     0.81E-12  0.74E-12 -0.87E-12
     4000  2.9977  1.0096  22.0157     12.000  12.000  12.000      7.3368   7.3567   7.3221     0.96E-12  0.67E-12 -0.73E-12
     4100  2.9977  0.9841  21.8846     12.000  12.000  12.000      7.2609   7.3179   7.3058     0.98E-12  0.61E-12 -0.12E-11
     4200  2.9977  1.0203  22.0386     12.000  12.000  12.000      7.3148   7.4093   7.3146     0.67E-12  0.69E-12 -0.11E-11
     4300  2.9977  1.0050  21.9152     12.000  12.000  12.000      7.2963   7.2824   7.3365     0.70E-12  0.42E-12 -0.82E-12
     4400  2.9977  0.9903  21.9344     12.000  12.000  12.000      7.3352   7.2376   7.3617     0.54E-12  0.48E-12 -0.11E-11
     4500  2.9977  0.9954  21.8108     12.000  12.000  12.000      7.2540   7.2990   7.2578     0.92E-12  0.61E-12 -0.12E-11
     4600  2.9977  0.9960  21.9421     12.000  12.000  12.000      7.2756   7.3767   7.2899     0.10E-11  0.46E-12 -0.14E-11
     4700  2.9977  1.0092  22.0309     12.000  12.000  12.000      7.3563   7.3649   7.3098     0.88E-12  0.49E-12 -0.13E-11
     4800  2.9977  0.9890  22.0041     12.000  12.000  12.000      7.3125   7.3161   7.3754     0.80E-12  0.53E-12 -0.13E-11
     4900  2.9977  0.9984  22.0059     12.000  12.000  12.000      7.3210   7.2611   7.4238     0.76E-12  0.84E-12 -0.13E-11
     5000  2.9977  1.0038  21.9670     12.000  12.000  12.000      7.2911   7.3170   7.3590     0.92E-12  0.60E-12 -0.12E-11
     5100  2.9977  1.0079  21.9610     12.000  12.000  12.000      7.3284   7.3136   7.3191     0.12E-12 -0.45E-12  0.23E-12
     5200  2.9977  1.0039  21.9682     12.000  12.000  12.000      7.3476   7.3226   7.2980    -0.93E-13 -0.10E-12  0.14E-12
     5300  2.9977  1.0095  21.9293     12.000  12.000  12.000      7.3160   7.3293   7.2840    -0.14E-12 -0.48E-14 -0.13E-12
     5400  2.9977  1.0161  22.0581     12.000  12.000  12.000      7.3629   7.3341   7.3611    -0.27E-12 -0.10E-12 -0.18E-12
     5500  2.9977  1.0017  21.9684     12.000  12.000  12.000      7.2717   7.3699   7.3268    -0.31E-12 -0.76E-13 -0.18E-12
     5600  2.9977  0.9919  21.8667     12.000  12.000  12.000      7.2964   7.2609   7.3093    -0.33E-12 -0.21E-12 -0.26E-13
     5700  2.9977  1.0127  22.0296     12.000  12.000  12.000      7.2879   7.3509   7.3909    -0.45E-12 -0.24E-12  0.97E-13
     5800  2.9977  1.0076  21.9969     12.000  12.000  12.000      7.3062   7.3319   7.3588    -0.43E-12 -0.14E-12  0.43E-13
     5900  2.9977  1.0047  21.9977     12.000  12.000  12.000      7.3072   7.3691   7.3213    -0.67E-12 -0.23E-12  0.97E-13
     6000  2.9977  0.9976  21.9371     12.000  12.000  12.000      7.2862   7.3435   7.3074    -0.41E-12 -0.28E-12 -0.15E-12
     6100  2.9977  0.9882  21.9872     12.000  12.000  12.000      7.3078   7.3538   7.3256    -0.30E-12  0.62E-14 -0.25E-12
     6200  2.9977  1.0008  21.9533     12.000  12.000  12.000      7.3711   7.2544   7.3279    -0.32E-12 -0.24E-12 -0.23E-12
     6300  2.9977  1.0019  21.8786     12.000  12.000  12.000      7.2943   7.3081   7.2762    -0.28E-12 -0.76E-13 -0.18E-12
     6400  2.9977  0.9864  21.8138     12.000  12.000  12.000      7.3029   7.2614   7.2495    -0.15E-12 -0.47E-12 -0.38E-12
     6500  2.9977  1.0063  21.9662     12.000  12.000  12.000      7.3062   7.3682   7.2918    -0.38E-12 -0.17E-12 -0.10E-12
     6600  2.9977  0.9947  21.9104     12.000  12.000  12.000      7.3571   7.2937   7.2596    -0.41E-12 -0.65E-12 -0.35E-12
     6700  2.9977  0.9918  21.9318     12.000  12.000  12.000      7.2995   7.2658   7.3665    -0.34E-12 -0.32E-13 -0.24E-12
     6800  2.9977  0.9787  21.9498     12.000  12.000  12.000      7.3141   7.3469   7.2888    -0.27E-12 -0.38E-13 -0.29E-12
     6900  2.9977  1.0120  22.0642     12.000  12.000  12.000      7.3632   7.3915   7.3095    -0.30E-12 -0.25E-12  0.42E-13
     7000  2.9977  0.9927  21.9429     12.000  12.000  12.000      7.2843   7.3318   7.3269    -0.40E-12 -0.38E-12 -0.14E-12
     7100  2.9977  0.9749  21.9391     12.000  12.000  12.000      7.3220   7.3598   7.2573    -0.10E-12 -0.39E-12 -0.19E-12
     7200  2.9977  0.9846  21.9490     12.000  12.000  12.000      7.3246   7.3026   7.3218    -0.51E-12 -0.20E-12 -0.20E-12
     7300  2.9977  0.9866  21.8723     12.000  12.000  12.000      7.2586   7.3084   7.3054    -0.60E-12 -0.16E-12 -0.24E-12
     7400  2.9977  0.9958  21.8767     12.000  12.000  12.000      7.3363   7.2825   7.2579    -0.53E-12 -0.25E-12 -0.24E-12
     7500  2.9977  0.9863  21.9134     12.000  12.000  12.000      7.3102   7.3423   7.2609    -0.69E-12 -0.14E-12 -0.36E-12
     7600  2.9977  1.0060  21.9779     12.000  12.000  12.000      7.3321   7.3237   7.3220    -0.33E-12 -0.33E-12 -0.41E-12
     7700  2.9977  0.9873  21.9204     12.000  12.000  12.000      7.3059   7.3323   7.2822    -0.43E-12 -0.31E-12 -0.51E-12
     7800  2.9977  1.0102  21.9531     12.000  12.000  12.000      7.3562   7.2711   7.3258    -0.18E-12 -0.24E-12 -0.51E-12
     7900  2.9977  1.0039  21.9728     12.000  12.000  12.000      7.3596   7.3099   7.3033    -0.25E-12 -0.30E-12 -0.42E-12
     8000  2.9977  0.9942  21.9149     12.000  12.000  12.000      7.3262   7.3348   7.2539    -0.40E-12 -0.29E-12 -0.28E-12
     8100  2.9977  0.9921  21.9343     12.000  12.000  12.000      7.3307   7.3175   7.2861    -0.28E-12 -0.33E-12 -0.37E-12
     8200  2.9977  0.9926  21.8917     12.000  12.000  12.000      7.3218   7.3066   7.2633    -0.36E-12 -0.20E-12 -0.44E-12
     8300  2.9977  1.0024  21.9290     12.000  12.000  12.000      7.2822   7.3226   7.3242    -0.37E-12 -0.56E-12 -0.58E-12
     8400  2.9977  1.0065  21.9141     12.000  12.000  12.000      7.3028   7.3131   7.2983    -0.48E-12 -0.32E-12 -0.33E-12
     8500  2.9977  1.0038  21.9949     12.000  12.000  12.000      7.2899   7.3646   7.3405    -0.40E-12 -0.32E-12 -0.41E-12
     8600  2.9977  1.0226  22.0090     12.000  12.000  12.000      7.3345   7.3263   7.3483    -0.23E-12 -0.54E-12 -0.32E-12
     8700  2.9977  0.9842  21.9362     12.000  12.000  12.000      7.2674   7.3434   7.3254    -0.44E-12 -0.58E-12 -0.16E-12
     8800  2.9977  0.9836  21.9052     12.000  12.000  12.000      7.2805   7.2906   7.3341    -0.48E-12 -0.62E-12 -0.16E-12
     8900  2.9977  0.9978  21.9016     12.000  12.000  12.000      7.2772   7.3087   7.3156    -0.56E-12 -0.65E-12 -0.26E-12
     9000  2.9977  0.9986  21.9208     12.000  12.000  12.000      7.3206   7.2769   7.3232    -0.42E-12 -0.81E-12 -0.25E-12
     9100  2.9977  1.0156  22.0021     12.000  12.000  12.000      7.3020   7.3861   7.3140    -0.26E-12 -0.91E-12 -0.26E-12
     9200  2.9977  0.9756  21.8914     12.000  12.000  12.000      7.2578   7.3120   7.3216    -0.49E-12 -0.11E-11 -0.40E-12
     9300  2.9977  1.0041  21.9440     12.000  12.000  12.000      7.3229   7.3407   7.2804    -0.39E-12 -0.96E-12 -0.30E-12
     9400  2.9977  1.0023  21.9137     12.000  12.000  12.000      7.3295   7.2805   7.3037    -0.32E-12 -0.10E-11 -0.44E-12
     9500  2.9977  1.0104  21.9114     12.000  12.000  12.000      7.2807   7.3089   7.3218    -0.52E-12 -0.67E-12 -0.33E-12
     9600  2.9977  1.0070  21.9976     12.000  12.000  12.000      7.2711   7.3543   7.3722    -0.38E-12 -0.11E-11 -0.78E-13
     9700  2.9977  0.9950  22.0659     12.000  12.000  12.000      7.4021   7.3033   7.3605    -0.34E-12 -0.11E-11 -0.41E-12
     9800  2.9977  0.9856  21.9460     12.000  12.000  12.000      7.3244   7.3137   7.3079    -0.39E-12 -0.13E-11 -0.52E-12
     9900  2.9977  1.0139  21.9475     12.000  12.000  12.000      7.2948   7.3311   7.3215    -0.36E-12 -0.87E-12 -0.41E-12
    10000  2.9977  0.9860  21.9056     12.000  12.000  12.000      7.2932   7.3154   7.2970    -0.23E-12 -0.99E-12 -0.41E-12
    10100  2.9977  1.0109  21.9313     12.000  12.000  12.000      7.2800   7.3258   7.3254    -0.28E-12  0.40E-13 -0.36E-12
    10200  2.9977  1.0032  21.9178     12.000  12.000  12.000      7.2831   7.2951   7.3396    -0.28E-12  0.18E-13 -0.27E-12
    10300  2.9977  0.9994  21.9246     12.000  12.000  12.000      7.2804   7.3123   7.3320    -0.31E-12  0.74E-13 -0.40E-12
    10400  2.9977  0.9969  21.8814     12.000  12.000  12.000      7.2544   7.3311   7.2959    -0.33E-12  0.10E-13 -0.35E-12
    10500  2.9977  1.0004  21.9620     12.000  12.000  12.000      7.3111   7.3609   7.2900    -0.45E-12  0.73E-13 -0.47E-12
    10600  2.9977  0.9961  21.8187     12.000  12.000  12.000      7.2403   7.2264   7.3521    -0.42E-12  0.72E-13 -0.69E-12
    10700  2.9977  1.0069  21.9121     12.000  12.000  12.000      7.3533   7.2751   7.2837    -0.53E-12 -0.51E-13 -0.56E-12
    10800  2.9977  0.9914  21.8903     12.000  12.000  12.000      7.3026   7.3091   7.2786    -0.43E-12 -0.58E-13 -0.69E-12
    10900  2.9977  1.0048  21.9598     12.000  12.000  12.000      7.3367   7.2797   7.3434    -0.54E-12 -0.12E-12 -0.66E-12
    11000  2.9977  0.9934  21.9321     12.000  12.000  12.000      7.3315   7.3412   7.2594    -0.34E-12 -0.22E-12 -0.93E-12
    11100  2.9977  0.9991  21.9762     12.000  12.000  12.000      7.3739   7.3120   7.2903    -0.34E-12 -0.14E-12 -0.92E-12
    11200  2.9977  1.0246  21.9728     12.000  12.000  12.000      7.3401   7.3208   7.3119    -0.23E-12 -0.21E-12 -0.11E-11
    11300  2.9977  0.9831  21.9543     12.000  12.000  12.000      7.3295   7.3360   7.2889    -0.11E-12 -0.78E-13 -0.10E-11
    11400  2.9977  1.0028  21.8724     12.000  12.000  12.000      7.2386   7.3263   7.3075    -0.17E-12 -0.97E-13 -0.11E-11
    11500  2.9977  0.9973  21.8262     12.000  12.000  12.000      7.3054   7.2461   7.2747    -0.12E-12 -0.25E-13 -0.97E-12
    11600  2.9977  1.0066  21.8725     12.000  12.000  12.000      7.3043   7.3232   7.2449    -0.26E-13  0.47E-13 -0.13E-11
    11700  2.9977  1.0146  21.9187     12.000  12.000  12.000      7.3638   7.2814   7.2736    -0.11E-12  0.47E-13 -0.87E-12
    11800  2.9977  1.0108  21.9373     12.000  12.000  12.000      7.3150   7.2880   7.3343    -0.11E-12  0.35E-13 -0.97E-12
    11900  2.9977  0.9927  21.9791     12.000  12.000  12.000      7.4230   7.2227   7.3334    -0.15E-12 -0.41E-13 -0.10E-11
    12000  2.9977  1.0202  22.0792     12.000  12.000  12.000      7.3415   7.3747   7.3630    -0.14E-12  0.16E-12 -0.83E-12
    12100  2.9977  1.0060  21.9702     12.000  12.000  12.000      7.3009   7.3507   7.3186    -0.11E-12 -0.13E-12 -0.97E-12
    12200  2.9977  0.9946  21.9152     12.000  12.000  12.000      7.3029   7.3015   7.3108    -0.18E-13 -0.27E-12 -0.82E-12
    12300  2.9977  1.0009  21.9186     12.000  12.000  12.000      7.2754   7.3432   7.3001    -0.89E-13 -0.65E-14 -0.50E-12
    12400  2.9977  0.9990  22.0092     12.000  12.000  12.000      7.3581   7.3025   7.3486    -0.75E-13  0.98E-13 -0.74E-12
    12500  2.9977  1.0087  21.9421     12.000  12.000  12.000      7.3656   7.2613   7.3152     0.20E-13  0.73E-14 -0.75E-12
    12600  2.9977  1.0060  21.8838     12.000  12.000  12.000      7.2986   7.2421   7.3432    -0.29E-12 -0.88E-14 -0.57E-12
    12700  2.9977  1.0062  21.9413     12.000  12.000  12.000      7.2683   7.2994   7.3737    -0.94E-13 -0.18E-12 -0.59E-12
    12800  2.9977  1.0026  21.9587     12.000  12.000  12.000      7.2587   7.3404   7.3595    -0.19E-12 -0.96E-13 -0.75E-12
    12900  2.9977  1.0084  22.0777     12.000  12.000  12.000      7.3937   7.3249   7.3591    -0.21E-12 -0.17E-12 -0.65E-12
    13000  2.9977  0.9829  21.9318     12.000  12.000  12.000      7.3361   7.3591   7.2367    -0.29E-12 -0.65E-13 -0.56E-12
    13100  2.9977  0.9775  21.8514     12.000  12.000  12.000      7.2487   7.3404   7.2623    -0.14E-12 -0.23E-13 -0.42E-12
    13200  2.9977  0.9880  21.9120     12.000  12.000  12.000      7.2705   7.3296   7.3119    -0.16E-12 -0.10E-12 -0.70E-12
    13300  2.9977  1.0062  21.8485     12.000  12.000  12.000      7.3676   7.2328   7.2481    -0.25E-12 -0.25E-12 -0.54E-12
    13400  2.9977  1.0158  22.0170     12.000  12.000  12.000      7.3224   7.3445   7.3500    -0.34E-12  0.80E-14 -0.61E-12
    13500  2.9977  1.0021  21.9479     12.000  12.000  12.000      7.2848   7.2767   7.3864    -0.34E-12  0.17E-12 -0.49E-12
    13600  2.9977  0.9924  21.9407     12.000  12.000  12.000      7.2650   7.3558   7.3199    -0.38E-13  0.61E-13 -0.52E-12
    13700  2.9977  1.0149  21.9974     12.000  12.000  12.000      7.3374   7.3412   7.3188    -0.19E-12 -0.57E-13 -0.59E-12
    13800  2.9977  0.9964  21.9557     12.000  12.000  12.000      7.3385   7.2501   7.3670    -0.19E-12  0.46E-13 -0.65E-12
    13900  2.9977  1.0197  22.0234     12.000  12.000  12.000      7.3487   7.3502   7.3245    -0.26E-12 -0.84E-13 -0.72E-12
    14000  2.9977  0.9884  21.8889     12.000  12.000  12.000      7.3026   7.2887   7.2975    -0.58E-12 -0.62E-13 -0.83E-12
    14100  2.9977  0.9884  21.8212     12.000  12.000  12.000      7.2724   7.2816   7.2672    -0.45E-12  0.37E-13 -0.74E-12
    14200  2.9977  0.9993  21.8747     12.000  12.000  12.000      7.2640   7.2777   7.3330    -0.38E-12  0.30E-12 -0.54E-12
    14300  2.9977  1.0055  21.9746     12.000  12.000  12.000      7.2829   7.4091   7.2826    -0.52E-12 -0.21E-12 -0.60E-12
    14400  2.9977  0.9991  21.8953     12.000  12.000  12.000      7.2851   7.2743   7.3359    -0.32E-12 -0.60E-13 -0.52E-12
    14500  2.9977  0.9983  21.8453     12.000  12.000  12.000      7.3157   7.2510   7.2786    -0.30E-12  0.47E-14 -0.40E-12
    14600  2.9977  0.9980  21.9838     12.000  12.000  12.000      7.3121   7.3176   7.3542    -0.21E-12  0.14E-12 -0.62E-12
    14700  2.9977  0.9992  21.8823     12.000  12.000  12.000      7.2898   7.2394   7.3531    -0.25E-12  0.61E-13 -0.44E-12
    14800  2.9977  1.0090  22.0643     12.000  12.000  12.000      7.3241   7.3584   7.3818    -0.26E-12  0.23E-12 -0.39E-14
    14900  2.9977  0.9991  21.9602     12.000  12.000  12.000      7.2961   7.3062   7.3579    -0.10E-12  0.10E-12 -0.31E-12
    15000  2.9977  1.0051  22.0325     12.000  12.000  12.000      7.3496   7.3519   7.3310    -0.30E-12  0.29E-12 -0.45E-12
    15100  2.9977  0.9982  21.9122     12.000  12.000  12.000      7.3057   7.2988   7.3077    -0.28E-12 -0.28E-12 -0.91E-14
    15200  2.9977  0.9723  21.9869     12.000  12.000  12.000      7.3451   7.3478   7.2940    -0.26E-12  0.10E-12 -0.35E-13
    15300  2.9977  0.9930  21.9351     12.000  12.000  12.000      7.3100   7.3228   7.3024    -0.24E-12 -0.22E-12 -0.10E-12
    15400  2.9977  0.9906  21.9287     12.000  12.000  12.000      7.3288   7.2862   7.3137    -0.14E-13 -0.37E-12  0.72E-13
    15500  2.9977  0.9811  21.9727     12.000  12.000  12.000      7.3282   7.3027   7.3417    -0.24E-13 -0.24E-12  0.15E-12
    15600  2.9977  1.0158  22.0554     12.000  12.000  12.000      7.3104   7.4294   7.3156     0.65E-13 -0.17E-12  0.53E-14
    15700  2.9977  0.9960  21.9317     12.000  12.000  12.000      7.3724   7.2659   7.2934    -0.32E-13 -0.15E-12 -0.63E-13
    15800  2.9977  0.9957  22.0009     12.000  12.000  12.000      7.3255   7.3415   7.3339    -0.93E-13 -0.53E-13 -0.69E-13
    15900  2.9977  1.0085  22.0315     12.000  12.000  12.000      7.3995   7.3297   7.3023     0.16E-12 -0.19E-12 -0.11E-12
    16000  2.9977  0.9808  21.9329     12.000  12.000  12.000      7.3367   7.3101   7.2861     0.80E-13 -0.20E-12 -0.20E-12
    16100  2.9977  0.9932  21.9980     12.000  12.000  12.000      7.3208   7.3166   7.3607     0.35E-12 -0.25E-13 -0.90E-13
    16200  2.9977  0.9874  21.9256     12.000  12.000  12.000      7.3293   7.3299   7.2664    -0.90E-13  0.26E-13 -0.15E-12
    16300  2.9977  0.9750  21.8049     12.000  12.000  12.000      7.2434   7.2857   7.2759     0.38E-13  0.33E-13 -0.12E-12
    16400  2.9977  1.0050  21.8901     12.000  12.000  12.000      7.3092   7.2809   7.3000     0.26E-12 -0.57E-13 -0.11E-12
    16500  2.9977  0.9879  22.0189     12.000  12.000  12.000      7.3127   7.3528   7.3534     0.19E-12 -0.11E-12  0.13E-12
    16600  2.9977  0.9934  21.8321     12.000  12.000  12.000      7.2764   7.2950   7.2607     0.25E-12 -0.27E-14  0.13E-12
    16700  2.9977  0.9982  22.0014     12.000  12.000  12.000      7.3702   7.2744   7.3569     0.37E-12  0.14E-12  0.24E-12
    16800  2.9977  1.0082  21.9650     12.000  12.000  12.000      7.2883   7.3188   7.3579     0.37E-12 -0.35E-14  0.36E-12
    16900  2.9977  1.0079  21.9874     12.000  12.000  12.000      7.3120   7.3665   7.3089     0.58E-12 -0.98E-14  0.41E-12
    17000  2.9977  1.0005  21.9650     12.000  12.000  12.000      7.3603   7.3068   7.2980     0.42E-12  0.44E-15  0.41E-12
    17100  2.9977  1.0062  22.0025     12.000  12.000  12.000      7.3043   7.3652   7.3331     0.29E-12  0.14E-12  0.71E-12
    17200  2.9977  0.9962  21.8970     12.000  12.000  12.000      7.2801   7.3152   7.3017     0.26E-12  0.19E-12  0.38E-12
    17300  2.9977  1.0024  21.8977     12.000  12.000  12.000      7.2645   7.3789   7.2543     0.16E-12  0.46E-12  0.48E-12
    17400  2.9977  1.0087  21.9348     12.000  12.000  12.000      7.3385   7.3154   7.2809     0.28E-12  0.42E-12  0.46E-12
    17500  2.9977  1.0073  21.9483     12.000  12.000  12.000      7.3101   7.3480   7.2902     0.18E-12  0.44E-12  0.40E-12
    17600  2.9977  1.0009  21.9664     12.000  12.000  12.000      7.3077   7.3299   7.3289     0.34E-12  0.57E-12  0.37E-12
    17700  2.9977  1.0085  21.9339     12.000  12.000  12.000      7.3383   7.2738   7.3217     0.22E-12  0.45E-12  0.42E-12
    17800  2.9977  0.9780  21.9249     12.000  12.000  12.000      7.3132   7.2753   7.3364     0.26E-12  0.46E-12  0.32E-12
    17900  2.9977  0.9965  21.9621     12.000  12.000  12.000      7.3190   7.2972   7.3459     0.20E-12  0.12E-13  0.60E-12
    18000  2.9977  1.0155  22.0870     12.000  12.000  12.000      7.3707   7.3844   7.3319     0.29E-12  0.24E-12  0.55E-12
    18100  2.9977  1.0229  21.9852     12.000  12.000  12.000      7.2914   7.3686   7.3252     0.31E-12  0.35E-12  0.56E-12
    18200  2.9977  0.9801  21.9076     12.000  12.000  12.000      7.3203   7.2543   7.3330     0.26E-12  0.36E-12  0.82E-12
    18300  2.9977  0.9980  22.0330     12.000  12.000  12.000      7.3690   7.3564   7.3076     0.32E-13  0.38E-12  0.99E-12
    18400  2.9977  0.9976  21.9195     12.000  12.000  12.000      7.2728   7.3012   7.3456    -0.30E-13  0.51E-12  0.11E-11
    18500  2.9977  1.0025  21.9109     12.000  12.000  12.000      7.2818   7.3486   7.2805     0.12E-14  0.52E-12  0.10E-11
    18600  2.9977  0.9992  21.9706     12.000  12.000  12.000      7.2994   7.3273   7.3439     0.14E-13  0.61E-12  0.95E-12
    18700  2.9977  1.0085  22.0400     12.000  12.000  12.000      7.3293   7.3896   7.3211     0.12E-12  0.38E-12  0.11E-11
    18800  2.9977  0.9922  21.8026     12.000  12.000  12.000      7.3153   7.2425   7.2448     0.19E-12  0.67E-12  0.94E-12
    18900  2.9977  1.0107  21.9324     12.000  12.000  12.000      7.3543   7.2759   7.3022    -0.35E-13  0.52E-12  0.88E-12
    19000  2.9977  0.9996  21.9101     12.000  12.000  12.000      7.2683   7.3225   7.3192    -0.22E-12  0.66E-12  0.87E-12
    19100  2.9977  0.9935  21.9459     12.000  12.000  12.000      7.3058   7.3260   7.3141    -0.13E-12  0.57E-12  0.90E-12
    19200  2.9977  0.9875  21.9069     12.000  12.000  12.000      7.2736   7.3042   7.3290    -0.16E-12  0.79E-12  0.72E-12
    19300  2.9977  1.0125  22.0485     12.000  12.000  12.000      7.3449   7.3240   7.3796    -0.37E-12  0.66E-12  0.96E-12
    19400  2.9977  0.9972  21.8760     12.000  12.000  12.000      7.3103   7.3248   7.2410    -0.71E-12  0.70E-12  0.91E-12
    19500  2.9977  0.9918  21.9255     12.000  12.000  12.000      7.2862   7.3337   7.3056    -0.63E-12  0.67E-12  0.78E-12
    19600  2.9977  0.9921  21.8274     12.000  12.000  12.000      7.2828   7.3093   7.2353    -0.44E-12  0.67E-12  0.70E-12
    19700  2.9977  0.9980  21.8679     12.000  12.000  12.000      7.2609   7.3121   7.2949    -0.43E-12  0.73E-12  0.67E-12
    19800  2.9977  0.9984  21.8650     12.000  12.000  12.000      7.2618   7.2989   7.3043    -0.43E-12  0.68E-12  0.83E-12
    19900  2.9977  0.9997  21.8936     12.000  12.000  12.000      7.3583   7.2206   7.3147    -0.34E-12  0.43E-12  0.87E-12
    20000  2.9977  1.0162  22.0650     12.000  12.000  12.000      7.3222   7.3809   7.3620    -0.58E-12  0.76E-12  0.78E-12
    20100  2.9977  1.0058  22.0083     12.000  12.000  12.000      7.3537   7.3590   7.2956    -0.10E-13 -0.23E-12 -0.18E-13
    20200  2.9977  0.9891  21.8036     12.000  12.000  12.000      7.2557   7.2736   7.2743     0.98E-13 -0.21E-13  0.72E-13
