   step     dens     kT     pres         Lx      Ly      Lz          Px       Py       Pz         px        py        pz
    10800  2.9977  0.9753  21.7481     12.000  12.000  12.000      7.2133   7.2613   7.2735    -0.23E-12  0.13E-12  0.46E-12
    10900  2.9977  0.9963  21.8038     12.000  12.000  12.000      7.2213   7.2805   7.3019    -0.13E-12  0.15E-12  0.38E-12
    11000  2.9977  1.0085  21.7974     12.000  12.000  12.000      7.2306   7.3271   7.2397     0.10E-12 -0.14E-12  0.36E-12
    11100  2.9977  0.9875  21.8020     12.000  12.000  12.000      7.2461   7.2842   7.2717     0.21E-13  0.22E-12  0.42E-12
    11200  2.9977  1.0004  21.8278     12.000  12.000  12.000      7.2655   7.2882   7.2740    -0.31E-12 -0.10E-12  0.37E-12
    11300  2.9977  0.9977  21.8898     12.000  12.000  12.000      7.2732   7.3212   7.2954    -0.18E-12 -0.89E-13  0.26E-12
    11400  2.9977  1.0047  21.8340     12.000  12.000  12.000      7.2805   7.3255   7.2281    -0.15E-12 -0.12E-13  0.22E-12
    11500  2.9977  1.0071  21.7726     12.000  12.000  12.000      7.2632   7.2560   7.2534    -0.23E-12 -0.33E-13  0.22E-12
    11600  2.9977  1.0007  21.8424     12.000  12.000  12.000      7.2595   7.3191   7.2637    -0.59E-12  0.94E-13  0.34E-12
    11700  2.9977  1.0009  21.7453     12.000  12.000  12.000      7.2108   7.2418   7.2927    -0.16E-12  0.27E-12  0.32E-12
    11800  2.9977  0.9966  21.7357     12.000  12.000  12.000      7.2433   7.2562   7.2363     0.27E-13 -0.42E-13  0.52E-12
    11900  2.9977  1.0014  21.6604     12.000  12.000  12.000      7.2336   7.2231   7.2037    -0.25E-12  0.11E-12  0.42E-12
    12000  2.9977  1.0044  21.7719     12.000  12.000  12.000      7.2810   7.2528   7.2381    -0.14E-12 -0.12E-12  0.29E-12
    12100  2.9977  0.9849  21.7460     12.000  12.000  12.000      7.2784   7.2492   7.2184     0.85E-13  0.30E-13  0.45E-12
    12200  2.9977  1.0006  21.8963     12.000  12.000  12.000      7.3082   7.3413   7.2468     0.61E-13 -0.12E-12  0.30E-12
    12300  2.9977  1.0127  21.8787     12.000  12.000  12.000      7.3258   7.3169   7.2360     0.21E-12 -0.61E-13  0.43E-12
    12400  2.9977  0.9966  21.8722     12.000  12.000  12.000      7.2664   7.2982   7.3076     0.18E-12  0.19E-13  0.46E-12
    12500  2.9977  1.0094  21.7947     12.000  12.000  12.000      7.2514   7.2789   7.2644     0.64E-14 -0.77E-13  0.40E-12
    12600  2.9977  1.0119  21.7765     12.000  12.000  12.000      7.1935   7.2552   7.3278    -0.11E-12 -0.14E-12  0.53E-12
    12700  2.9977  1.0060  21.8205     12.000  12.000  12.000      7.2872   7.2434   7.2900     0.13E-13 -0.12E-12  0.13E-12
    12800  2.9977  0.9782  21.7291     12.000  12.000  12.000      7.2724   7.2291   7.2276    -0.55E-13 -0.72E-13  0.16E-12
    12900  2.9977  0.9984  21.7459     12.000  12.000  12.000      7.2827   7.2421   7.2211    -0.22E-12  0.42E-13  0.25E-12
    13000  2.9977  0.9864  21.7433     12.000  12.000  12.000      7.2513   7.2470   7.2450     0.12E-13  0.15E-12  0.33E-12
    13100  2.9977  0.9998  21.7671     12.000  12.000  12.000      7.2673   7.2486   7.2512    -0.30E-13  0.13E-12  0.49E-12
    13200  2.9977  0.9967  21.7826     12.000  12.000  12.000      7.2648   7.2879   7.2298     0.39E-13 -0.53E-13  0.31E-12
    13300  2.9977  1.0125  21.7695     12.000  12.000  12.000      7.2286   7.2861   7.2548    -0.46E-13  0.34E-12  0.22E-13
    13400  2.9977  0.9996  21.7268     12.000  12.000  12.000      7.2652   7.2385   7.2230     0.10E-12  0.17E-12  0.23E-12
    13500  2.9977  1.0073  21.8181     12.000  12.000  12.000      7.2485   7.2805   7.2891    -0.22E-12  0.37E-12  0.40E-12
    13600  2.9977  0.9963  21.8042     12.000  12.000  12.000      7.2740   7.2658   7.2645    -0.22E-12  0.96E-13  0.42E-12
    13700  2.9977  0.9930  21.7074     12.000  12.000  12.000      7.2188   7.2585   7.2301    -0.54E-13  0.21E-13  0.42E-12
    13800  2.9977  0.9936  21.7412     12.000  12.000  12.000      7.2787   7.2393   7.2232    -0.21E-12 -0.85E-13  0.33E-12
    13900  2.9977  1.0039  21.8010     12.000  12.000  12.000      7.2740   7.3303   7.1968    -0.23E-12  0.11E-14  0.38E-12
    14000  2.9977  1.0136  21.9172     12.000  12.000  12.000      7.3042   7.3117   7.3013    -0.25E-12 -0.16E-12  0.55E-12
    14100  2.9977  0.9911  21.8115     12.000  12.000  12.000      7.2513   7.2769   7.2833    -0.42E-13 -0.24E-12  0.41E-12
    14200  2.9977  1.0013  21.7746     12.000  12.000  12.000      7.2450   7.2823   7.2473    -0.15E-12  0.61E-13  0.27E-12
    14300  2.9977  0.9980  21.7732     12.000  12.000  12.000      7.1943   7.3298   7.2492    -0.20E-12 -0.34E-13  0.23E-12
    14400  2.9977  1.0144  21.8748     12.000  12.000  12.000      7.2514   7.3808   7.2426    -0.47E-12  0.72E-13  0.28E-12
    14500  2.9977  1.0018  21.8060     12.000  12.000  12.000      7.2126   7.3227   7.2707    -0.51E-12  0.13E-12  0.36E-12
    14600  2.9977  0.9864  21.7950     12.000  12.000  12.000      7.2313   7.3167   7.2469    -0.19E-12 -0.50E-15  0.14E-12
    14700  2.9977  1.0075  21.7545     12.000  12.000  12.000      7.1870   7.3496   7.2178    -0.30E-12  0.13E-12  0.11E-12
    14800  2.9977  0.9944  21.7128     12.000  12.000  12.000      7.2838   7.2162   7.2129    -0.28E-12  0.76E-13  0.54E-13
    14900  2.9977  0.9939  21.6961     12.000  12.000  12.000      7.2071   7.2586   7.2304    -0.25E-12  0.18E-13  0.44E-12
    15000  2.9977  0.9933  21.6111     12.000  12.000  12.000      7.2006   7.2233   7.1872    -0.12E-12  0.16E-12 -0.53E-13
    15100  2.9977  0.9825  21.8051     12.000  12.000  12.000      7.2681   7.3320   7.2050    -0.27E-12  0.81E-13 -0.66E-14
    15200  2.9977  1.0197  21.9400     12.000  12.000  12.000      7.2548   7.3750   7.3102    -0.26E-12  0.28E-13  0.14E-12
    15300  2.9977  0.9903  21.7557     12.000  12.000  12.000      7.2243   7.2618   7.2696    -0.15E-12  0.77E-13  0.18E-13
    15400  2.9977  0.9882  21.7313     12.000  12.000  12.000      7.1999   7.2710   7.2604    -0.23E-12  0.10E-12 -0.67E-13
    15500  2.9977  1.0021  21.7251     12.000  12.000  12.000      7.2375   7.2555   7.2322    -0.23E-12 -0.13E-12 -0.48E-13
    15600  2.9977  0.9961  21.6668     12.000  12.000  12.000      7.1944   7.1931   7.2793    -0.30E-12 -0.25E-13  0.29E-13
    15700  2.9977  1.0226  21.9441     12.000  12.000  12.000      7.3107   7.3796   7.2537    -0.25E-12 -0.14E-12 -0.41E-13
    15800  2.9977  0.9874  21.7334     12.000  12.000  12.000      7.2520   7.2829   7.1986    -0.19E-12 -0.40E-13  0.71E-13
    15900  2.9977  0.9958  21.7756     12.000  12.000  12.000      7.2389   7.3062   7.2305    -0.23E-12 -0.19E-12 -0.13E-14
    16000  2.9977  0.9922  21.6320     12.000  12.000  12.000      7.1914   7.2810   7.1595    -0.13E-12 -0.35E-12  0.14E-12
    16100  2.9977  1.0088  21.7293     12.000  12.000  12.000      7.1760   7.2384   7.3148    -0.20E-12 -0.77E-13  0.31E-12
    16200  2.9977  1.0087  21.8712     12.000  12.000  12.000      7.2522   7.3271   7.2919    -0.90E-13 -0.11E-13  0.37E-12
    16300  2.9977  1.0023  21.7013     12.000  12.000  12.000      7.1790   7.3176   7.2047    -0.58E-12 -0.77E-13  0.31E-12
    16400  2.9977  0.9934  21.7841     12.000  12.000  12.000      7.3012   7.1874   7.2955    -0.31E-12  0.67E-15  0.34E-12
    16500  2.9977  0.9994  21.8638     12.000  12.000  12.000      7.2897   7.2465   7.3276    -0.40E-12  0.11E-13  0.33E-12
    16600  2.9977  0.9843  21.7875     12.000  12.000  12.000      7.2049   7.3057   7.2769    -0.41E-12 -0.27E-13  0.47E-12
    16700  2.9977  1.0037  21.7275     12.000  12.000  12.000      7.2901   7.2110   7.2264    -0.46E-12 -0.48E-13  0.54E-12
    16800  2.9977  1.0101  21.6705     12.000  12.000  12.000      7.2193   7.2513   7.1998    -0.45E-12 -0.57E-13  0.43E-12
    16900  2.9977  1.0013  21.6607     12.000  12.000  12.000      7.2029   7.2704   7.1874    -0.36E-12 -0.12E-12  0.46E-12
    17000  2.9977  1.0189  21.8633     12.000  12.000  12.000      7.2848   7.3299   7.2486    -0.46E-12 -0.94E-13  0.54E-12
    17100  2.9977  0.9915  21.7598     12.000  12.000  12.000      7.2454   7.2787   7.2357    -0.61E-12 -0.60E-13  0.43E-12
    17200  2.9977  1.0062  21.7264     12.000  12.000  12.000      7.2802   7.2329   7.2133    -0.53E-12 -0.14E-12  0.36E-12
    17300  2.9977  1.0255  21.7770     12.000  12.000  12.000      7.2064   7.2797   7.2909    -0.42E-12  0.63E-14  0.37E-12
    17400  2.9977  1.0085  21.8050     12.000  12.000  12.000      7.2932   7.3064   7.2054    -0.42E-12  0.29E-13  0.18E-12
    17500  2.9977  1.0210  21.7552     12.000  12.000  12.000      7.2059   7.2810   7.2683    -0.67E-12 -0.20E-12  0.85E-13
    17600  2.9977  0.9998  21.6728     12.000  12.000  12.000      7.2325   7.2054   7.2349    -0.71E-12 -0.12E-12  0.29E-12
    17700  2.9977  0.9951  21.7672     12.000  12.000  12.000      7.2371   7.2794   7.2506    -0.78E-12 -0.21E-12  0.38E-12
    17800  2.9977  0.9935  21.7680     12.000  12.000  12.000      7.2286   7.2557   7.2838    -0.59E-12 -0.22E-12  0.33E-12
    17900  2.9977  1.0021  21.7402     12.000  12.000  12.000      7.2516   7.1859   7.3027    -0.87E-12 -0.91E-13  0.37E-12
    18000  2.9977  0.9901  21.7749     12.000  12.000  12.000      7.1981   7.3349   7.2420    -0.83E-12 -0.22E-12  0.29E-12
    18100  2.9977  0.9879  21.7046     12.000  12.000  12.000      7.2258   7.2625   7.2162    -0.11E-11 -0.22E-12  0.15E-12
    18200  2.9977  0.9979  21.8407     12.000  12.000  12.000      7.2556   7.3151   7.2699    -0.12E-11 -0.86E-13  0.13E-12
    18300  2.9977  1.0132  21.8374     12.000  12.000  12.000      7.3049   7.2568   7.2758    -0.11E-11 -0.57E-13  0.32E-12
    18400  2.9977  0.9926  21.8384     12.000  12.000  12.000      7.2570   7.3025   7.2789    -0.99E-12 -0.19E-12  0.34E-12
    18500  2.9977  1.0020  21.7388     12.000  12.000  12.000      7.2798   7.2488   7.2103    -0.11E-11 -0.24E-12  0.37E-12
    18600  2.9977  0.9874  21.7125     12.000  12.000  12.000      7.2753   7.2244   7.2128    -0.11E-11 -0.17E-12  0.61E-12
    18700  2.9977  0.9916  21.7625     12.000  12.000  12.000      7.2160   7.3212   7.2253    -0.11E-11 -0.24E-12  0.91E-12
    18800  2.9977  1.0102  21.7642     12.000  12.000  12.000      7.3003   7.2687   7.1952    -0.12E-11  0.25E-12  0.61E-12
    18900  2.9977  0.9932  21.9100     12.000  12.000  12.000      7.2965   7.2779   7.3356    -0.12E-11  0.89E-13  0.59E-12
    19000  2.9977  1.0060  21.8100     12.000  12.000  12.000      7.2833   7.2233   7.3034    -0.14E-11 -0.14E-12  0.65E-12
    19100  2.9977  0.9926  21.7693     12.000  12.000  12.000      7.2791   7.2257   7.2645    -0.13E-11 -0.32E-12  0.62E-12
    19200  2.9977  0.9825  21.7248     12.000  12.000  12.000      7.2491   7.2013   7.2745    -0.13E-11 -0.48E-12  0.62E-12
    19300  2.9977  1.0223  21.8313     12.000  12.000  12.000      7.2748   7.2595   7.2970    -0.11E-11 -0.39E-12  0.76E-12
    19400  2.9977  1.0141  21.7703     12.000  12.000  12.000      7.2473   7.2646   7.2583    -0.12E-11 -0.26E-12  0.86E-12
    19500  2.9977  0.9814  21.6844     12.000  12.000  12.000      7.2205   7.2569   7.2070    -0.11E-11 -0.54E-12  0.70E-12
    19600  2.9977  1.0005  21.7641     12.000  12.000  12.000      7.2551   7.2419   7.2671    -0.11E-11 -0.46E-12  0.89E-12
    19700  2.9977  1.0103  21.7767     12.000  12.000  12.000      7.2733   7.3120   7.1914    -0.10E-11 -0.30E-12  0.65E-12
    19800  2.9977  0.9911  21.6832     12.000  12.000  12.000      7.1259   7.3151   7.2422    -0.14E-11 -0.49E-12  0.84E-12
    19900  2.9977  1.0052  21.7279     12.000  12.000  12.000      7.2300   7.2317   7.2663    -0.13E-11 -0.21E-12  0.88E-12
    20000  2.9977  1.0015  21.8093     12.000  12.000  12.000      7.2414   7.3021   7.2658    -0.15E-11 -0.40E-12  0.87E-12
    20100  2.9977  0.9935  21.7987     12.000  12.000  12.000      7.3093   7.2056   7.2838     0.18E-12  0.57E-13  0.50E-13
    20200  2.9977  0.9954  21.7476     12.000  12.000  12.000      7.2345   7.3060   7.2070    -0.63E-13  0.80E-13 -0.48E-12
    20300  2.9977  0.9932  21.8241     12.000  12.000  12.000      7.1840   7.3522   7.2879     0.49E-12  0.15E-12 -0.12E-12
