   step     dens     kT     pres         Lx      Ly      Lz          Px       Py       Pz         px        py        pz
     4500  2.9977  0.9822  21.7651     12.000  12.000  12.000      7.2507   7.2515   7.2628    -0.65E-12  0.21E-12  0.30E-12
     4600  2.9977  1.0021  21.7385     12.000  12.000  12.000      7.2138   7.2632   7.2615    -0.31E-12  0.51E-12  0.40E-12
     4700  2.9977  0.9909  21.7899     12.000  12.000  12.000      7.2662   7.2267   7.2969     0.89E-14  0.29E-12  0.25E-12
     4800  2.9977  0.9870  21.7233     12.000  12.000  12.000      7.3096   7.1739   7.2398    -0.26E-12  0.57E-13  0.40E-12
     4900  2.9977  1.0010  21.7274     12.000  12.000  12.000      7.2417   7.2783   7.2074    -0.37E-12  0.23E-12  0.39E-12
     5000  2.9977  0.9893  21.7179     12.000  12.000  12.000      7.2156   7.2275   7.2747    -0.30E-12  0.15E-12  0.55E-12
     5100  2.9977  1.0108  21.7217     12.000  12.000  12.000      7.2124   7.2497   7.2596    -0.98E-13 -0.50E-13  0.29E-13
     5200  2.9977  1.0039  21.7778     12.000  12.000  12.000      7.2304   7.2227   7.3247    -0.61E-13  0.72E-13  0.21E-12
     5300  2.9977  1.0038  21.7989     12.000  12.000  12.000      7.2380   7.2458   7.3151    -0.12E-12  0.63E-13  0.20E-12
     5400  2.9977  1.0025  21.7393     12.000  12.000  12.000      7.2561   7.2018   7.2815    -0.55E-13  0.24E-12  0.16E-12
     5500  2.9977  0.9960  21.7320     12.000  12.000  12.000      7.2114   7.2595   7.2612    -0.11E-12  0.23E-12  0.17E-12
     5600  2.9977  1.0044  21.7864     12.000  12.000  12.000      7.2676   7.2270   7.2917    -0.16E-12  0.12E-12 -0.44E-13
     5700  2.9977  1.0088  21.7145     12.000  12.000  12.000      7.2306   7.2509   7.2330    -0.13E-12  0.12E-12 -0.71E-13
     5800  2.9977  1.0149  21.7699     12.000  12.000  12.000      7.2825   7.2417   7.2458    -0.93E-13 -0.33E-13  0.20E-13
     5900  2.9977  1.0069  21.6237     12.000  12.000  12.000      7.1721   7.2457   7.2059    -0.32E-12  0.62E-14  0.91E-13
     6000  2.9977  0.9931  21.6308     12.000  12.000  12.000      7.2099   7.1854   7.2356    -0.28E-12  0.53E-13  0.28E-12
     6100  2.9977  1.0307  21.7848     12.000  12.000  12.000      7.2544   7.2420   7.2885    -0.35E-12 -0.13E-12  0.18E-12
     6200  2.9977  0.9938  21.7234     12.000  12.000  12.000      7.1954   7.2477   7.2803    -0.32E-12  0.93E-13  0.14E-12
     6300  2.9977  0.9720  21.6246     12.000  12.000  12.000      7.2189   7.2412   7.1646    -0.37E-12  0.73E-14  0.16E-12
     6400  2.9977  0.9955  21.6635     12.000  12.000  12.000      7.2421   7.1924   7.2291    -0.36E-12 -0.77E-13  0.85E-13
     6500  2.9977  0.9976  21.7279     12.000  12.000  12.000      7.2799   7.1925   7.2554    -0.40E-12  0.33E-13  0.51E-13
     6600  2.9977  1.0102  21.7025     12.000  12.000  12.000      7.2408   7.2766   7.1851    -0.27E-12 -0.97E-13 -0.11E-12
     6700  2.9977  1.0131  21.6984     12.000  12.000  12.000      7.2096   7.2097   7.2791    -0.29E-12 -0.32E-13 -0.33E-13
     6800  2.9977  0.9951  21.7281     12.000  12.000  12.000      7.2520   7.2042   7.2720    -0.21E-12 -0.29E-13 -0.10E-12
     6900  2.9977  1.0072  21.8839     12.000  12.000  12.000      7.2874   7.2963   7.3002    -0.49E-12 -0.10E-12  0.14E-12
     7000  2.9977  0.9868  21.6746     12.000  12.000  12.000      7.2374   7.1857   7.2515    -0.65E-12 -0.17E-12  0.36E-13
     7100  2.9977  0.9979  21.7461     12.000  12.000  12.000      7.1912   7.2756   7.2793    -0.80E-12 -0.23E-12  0.12E-12
     7200  2.9977  1.0105  21.6942     12.000  12.000  12.000      7.1870   7.2561   7.2510    -0.80E-12 -0.25E-12  0.22E-12
     7300  2.9977  0.9833  21.6842     12.000  12.000  12.000      7.1704   7.2610   7.2528    -0.69E-12 -0.19E-12  0.98E-13
     7400  2.9977  0.9880  21.7657     12.000  12.000  12.000      7.2725   7.2677   7.2255    -0.58E-12 -0.92E-13  0.12E-12
     7500  2.9977  0.9837  21.6285     12.000  12.000  12.000      7.1997   7.1646   7.2642    -0.80E-12 -0.95E-13 -0.40E-13
     7600  2.9977  1.0120  21.8236     12.000  12.000  12.000      7.2692   7.3491   7.2052    -0.59E-12 -0.16E-12  0.41E-12
     7700  2.9977  0.9950  21.6716     12.000  12.000  12.000      7.2376   7.2374   7.1966    -0.38E-12  0.25E-13  0.23E-12
     7800  2.9977  0.9908  21.5537     12.000  12.000  12.000      7.1604   7.1763   7.2170    -0.80E-12 -0.14E-12  0.29E-12
     7900  2.9977  0.9867  21.7118     12.000  12.000  12.000      7.1881   7.2549   7.2687    -0.74E-12 -0.28E-12  0.28E-12
     8000  2.9977  1.0212  21.7862     12.000  12.000  12.000      7.2906   7.2591   7.2365    -0.58E-12 -0.25E-12  0.30E-12
     8100  2.9977  1.0056  21.7069     12.000  12.000  12.000      7.2018   7.2285   7.2766    -0.74E-12 -0.21E-12  0.37E-12
     8200  2.9977  0.9866  21.6565     12.000  12.000  12.000      7.2119   7.2259   7.2186    -0.75E-12 -0.47E-12  0.49E-12
     8300  2.9977  0.9908  21.6266     12.000  12.000  12.000      7.2234   7.1750   7.2282    -0.85E-12 -0.48E-12  0.35E-12
     8400  2.9977  1.0173  21.6615     12.000  12.000  12.000      7.2518   7.2746   7.1351    -0.55E-12 -0.54E-12  0.37E-12
     8500  2.9977  1.0109  21.7761     12.000  12.000  12.000      7.2592   7.2530   7.2639    -0.45E-12 -0.19E-12  0.35E-12
     8600  2.9977  1.0123  21.7251     12.000  12.000  12.000      7.2173   7.3082   7.1996    -0.82E-12 -0.66E-12  0.30E-12
     8700  2.9977  1.0058  21.7856     12.000  12.000  12.000      7.2245   7.2880   7.2731    -0.11E-11 -0.73E-12  0.23E-12
     8800  2.9977  0.9947  21.6161     12.000  12.000  12.000      7.2423   7.1847   7.1891    -0.87E-12 -0.48E-12  0.26E-12
     8900  2.9977  1.0054  21.7185     12.000  12.000  12.000      7.2341   7.2276   7.2569    -0.98E-12 -0.69E-12  0.51E-12
     9000  2.9977  1.0083  21.8236     12.000  12.000  12.000      7.2740   7.2578   7.2918    -0.86E-12 -0.37E-12  0.27E-12
     9100  2.9977  1.0096  21.6801     12.000  12.000  12.000      7.2552   7.1747   7.2502    -0.75E-12 -0.69E-12  0.18E-12
     9200  2.9977  0.9933  21.6280     12.000  12.000  12.000      7.1950   7.2334   7.1996    -0.80E-12 -0.74E-12  0.12E-12
     9300  2.9977  1.0135  21.7597     12.000  12.000  12.000      7.2529   7.2346   7.2722    -0.86E-12 -0.65E-12  0.16E-12
     9400  2.9977  1.0170  21.6982     12.000  12.000  12.000      7.1668   7.2314   7.3000    -0.75E-12 -0.49E-12  0.27E-12
     9500  2.9977  1.0091  21.6447     12.000  12.000  12.000      7.1749   7.2356   7.2342    -0.69E-12 -0.67E-12  0.30E-12
     9600  2.9977  0.9948  21.5927     12.000  12.000  12.000      7.1987   7.1878   7.2062    -0.75E-12 -0.79E-12  0.18E-12
     9700  2.9977  0.9892  21.7589     12.000  12.000  12.000      7.2782   7.2181   7.2626    -0.75E-12 -0.92E-12  0.24E-12
     9800  2.9977  1.0046  21.7104     12.000  12.000  12.000      7.1946   7.2546   7.2613    -0.10E-11 -0.47E-12  0.13E-12
     9900  2.9977  0.9946  21.6885     12.000  12.000  12.000      7.1892   7.2690   7.2302    -0.96E-12 -0.44E-12  0.41E-12
    10000  2.9977  1.0069  21.6785     12.000  12.000  12.000      7.2300   7.2148   7.2338    -0.87E-12 -0.59E-12  0.35E-14
    10100  2.9977  1.0168  21.7122     12.000  12.000  12.000      7.2085   7.2583   7.2455     0.27E-13 -0.15E-12 -0.11E-12
    10200  2.9977  0.9875  21.6051     12.000  12.000  12.000      7.2198   7.1796   7.2057    -0.30E-13  0.40E-12  0.20E-12
    10300  2.9977  0.9973  21.5887     12.000  12.000  12.000      7.2026   7.2242   7.1620     0.10E-12  0.96E-13  0.36E-13
    10400  2.9977  1.0118  21.6521     12.000  12.000  12.000      7.2295   7.2207   7.2019     0.20E-12  0.73E-13  0.91E-13
    10500  2.9977  0.9783  21.5383     12.000  12.000  12.000      7.2036   7.2209   7.1138     0.16E-12  0.26E-12  0.58E-13
    10600  2.9977  0.9934  21.5378     12.000  12.000  12.000      7.2467   7.1434   7.1477     0.32E-12  0.33E-12  0.12E-12
    10700  2.9977  1.0135  21.6782     12.000  12.000  12.000      7.2921   7.2242   7.1619     0.27E-12  0.32E-12  0.68E-13
    10800  2.9977  0.9964  21.5478     12.000  12.000  12.000      7.2348   7.0895   7.2236     0.22E-12  0.24E-12 -0.18E-12
    10900  2.9977  0.9866  21.4220     12.000  12.000  12.000      7.1457   7.1439   7.1323     0.32E-12  0.33E-12 -0.85E-13
    11000  2.9977  0.9806  21.5535     12.000  12.000  12.000      7.2552   7.1598   7.1384     0.40E-12  0.53E-12 -0.16E-12
    11100  2.9977  0.9827  21.4160     12.000  12.000  12.000      7.1664   7.1420   7.1075     0.30E-12  0.64E-12 -0.91E-13
    11200  2.9977  1.0123  21.5893     12.000  12.000  12.000      7.1786   7.2792   7.1314     0.36E-12  0.37E-12 -0.13E-12
    11300  2.9977  0.9973  21.6187     12.000  12.000  12.000      7.2124   7.1765   7.2298     0.38E-12  0.62E-12 -0.14E-12
    11400  2.9977  1.0058  21.5863     12.000  12.000  12.000      7.2231   7.1465   7.2168     0.33E-12  0.59E-12  0.51E-13
    11500  2.9977  0.9943  21.5468     12.000  12.000  12.000      7.1667   7.2438   7.1363     0.35E-12  0.68E-12 -0.19E-13
    11600  2.9977  0.9994  21.5725     12.000  12.000  12.000      7.2155   7.1679   7.1891     0.35E-12  0.54E-12  0.25E-12
    11700  2.9977  1.0003  21.5518     12.000  12.000  12.000      7.1157   7.2337   7.2025     0.40E-12  0.68E-12  0.28E-12
    11800  2.9977  0.9853  21.5128     12.000  12.000  12.000      7.1314   7.2119   7.1694     0.39E-12  0.64E-12  0.31E-12
    11900  2.9977  1.0145  21.6800     12.000  12.000  12.000      7.1878   7.2263   7.2659     0.24E-12  0.64E-12  0.17E-12
    12000  2.9977  0.9929  21.4809     12.000  12.000  12.000      7.1969   7.1693   7.1148     0.41E-12  0.45E-12  0.17E-13
    12100  2.9977  1.0133  21.6268     12.000  12.000  12.000      7.1387   7.2182   7.2699     0.51E-12  0.52E-12  0.13E-12
    12200  2.9977  0.9932  21.5022     12.000  12.000  12.000      7.1154   7.2287   7.1581     0.43E-12  0.39E-12  0.12E-12
    12300  2.9977  0.9921  21.4620     12.000  12.000  12.000      7.1420   7.1802   7.1398     0.59E-12  0.22E-12  0.17E-12
    12400  2.9977  1.0012  21.6290     12.000  12.000  12.000      7.2558   7.1682   7.2050     0.55E-12  0.24E-12  0.77E-13
    12500  2.9977  1.0015  21.6222     12.000  12.000  12.000      7.2629   7.1878   7.1716     0.27E-12  0.21E-12 -0.13E-12
    12600  2.9977  0.9947  21.6415     12.000  12.000  12.000      7.1716   7.2140   7.2560     0.14E-12  0.38E-12 -0.36E-12
    12700  2.9977  0.9919  21.6225     12.000  12.000  12.000      7.1787   7.2150   7.2288     0.71E-12  0.17E-12 -0.49E-12
    12800  2.9977  0.9891  21.6118     12.000  12.000  12.000      7.2424   7.1767   7.1928     0.83E-12  0.34E-12  0.27E-13
    12900  2.9977  1.0027  21.5956     12.000  12.000  12.000      7.1757   7.2086   7.2113     0.86E-12  0.29E-12 -0.12E-12
    13000  2.9977  0.9805  21.5915     12.000  12.000  12.000      7.2192   7.1480   7.2244     0.78E-12  0.40E-12 -0.33E-14
    13100  2.9977  1.0106  21.6306     12.000  12.000  12.000      7.2097   7.2404   7.1805     0.66E-12  0.45E-12 -0.22E-12
    13200  2.9977  1.0014  21.7001     12.000  12.000  12.000      7.2650   7.2540   7.1810     0.79E-12  0.36E-12 -0.49E-12
    13300  2.9977  1.0006  21.6904     12.000  12.000  12.000      7.2210   7.2085   7.2609     0.80E-12  0.46E-12 -0.56E-12
    13400  2.9977  0.9812  21.5148     12.000  12.000  12.000      7.1779   7.1551   7.1818     0.67E-12  0.43E-12 -0.43E-12
    13500  2.9977  0.9891  21.5674     12.000  12.000  12.000      7.2189   7.2043   7.1442     0.83E-12  0.48E-12 -0.33E-12
    13600  2.9977  1.0097  21.6567     12.000  12.000  12.000      7.2885   7.2082   7.1600     0.76E-12  0.26E-12 -0.57E-12
    13700  2.9977  0.9985  21.6327     12.000  12.000  12.000      7.2007   7.1980   7.2339     0.97E-12  0.39E-12 -0.59E-12
    13800  2.9977  0.9921  21.5910     12.000  12.000  12.000      7.1825   7.2171   7.1915     0.64E-12  0.27E-12 -0.43E-12
    13900  2.9977  1.0129  21.7238     12.000  12.000  12.000      7.2338   7.2521   7.2380     0.56E-12  0.39E-12 -0.43E-12
    14000  2.9977  1.0146  21.6151     12.000  12.000  12.000      7.2346   7.2011   7.1794     0.42E-12  0.58E-12 -0.36E-12
    14100  2.9977  1.0167  21.5750     12.000  12.000  12.000      7.1789   7.1827   7.2134     0.38E-12  0.47E-12 -0.27E-12
    14200  2.9977  0.9987  21.6057     12.000  12.000  12.000      7.1443   7.1870   7.2745     0.59E-12  0.72E-12 -0.23E-12
    14300  2.9977  0.9894  21.5153     12.000  12.000  12.000      7.1889   7.1550   7.1714     0.47E-12  0.75E-12 -0.33E-12
    14400  2.9977  1.0049  21.6706     12.000  12.000  12.000      7.2452   7.2055   7.2199     0.53E-12  0.45E-12 -0.55E-12
    14500  2.9977  0.9914  21.6213     12.000  12.000  12.000      7.1990   7.2008   7.2215     0.79E-12  0.47E-12 -0.44E-12
    14600  2.9977  0.9932  21.4601     12.000  12.000  12.000      7.1232   7.1584   7.1785     0.66E-12  0.54E-12 -0.53E-12
    14700  2.9977  0.9906  21.5274     12.000  12.000  12.000      7.1562   7.1816   7.1896     0.71E-12  0.71E-12 -0.57E-12
    14800  2.9977  1.0083  21.4384     12.000  12.000  12.000      7.1165   7.1592   7.1627     0.82E-12  0.71E-12 -0.59E-12
    14900  2.9977  0.9955  21.4911     12.000  12.000  12.000      7.2150   7.1359   7.1401     0.89E-12  0.99E-12 -0.47E-12
    15000  2.9977  0.9946  21.5447     12.000  12.000  12.000      7.1789   7.1684   7.1975     0.12E-11  0.64E-12 -0.36E-12
    15100  2.9977  1.0061  21.5988     12.000  12.000  12.000      7.1830   7.2162   7.1996    -0.51E-13 -0.28E-13 -0.17E-12
    15200  2.9977  1.0154  21.5243     12.000  12.000  12.000      7.1898   7.1225   7.2121    -0.37E-13  0.15E-12 -0.10E-12
    15300  2.9977  0.9999  21.6022     12.000  12.000  12.000      7.2487   7.1638   7.1897     0.46E-13  0.24E-12 -0.87E-13
    15400  2.9977  0.9956  21.6497     12.000  12.000  12.000      7.1944   7.2378   7.2175    -0.44E-13  0.36E-12 -0.19E-12
    15500  2.9977  1.0040  21.6720     12.000  12.000  12.000      7.2038   7.2261   7.2420    -0.33E-12  0.38E-12 -0.28E-12
    15600  2.9977  0.9838  21.5508     12.000  12.000  12.000      7.2111   7.1572   7.1825    -0.11E-12  0.33E-12 -0.29E-12
    15700  2.9977  0.9999  21.6933     12.000  12.000  12.000      7.1907   7.2690   7.2336    -0.63E-13  0.17E-12 -0.19E-12
    15800  2.9977  0.9994  21.4894     12.000  12.000  12.000      7.1730   7.1330   7.1834    -0.17E-12  0.25E-12 -0.50E-12
    15900  2.9977  0.9968  21.5550     12.000  12.000  12.000      7.1949   7.2102   7.1499    -0.79E-13  0.21E-12 -0.31E-12
    16000  2.9977  0.9655  21.4525     12.000  12.000  12.000      7.1776   7.1313   7.1436    -0.40E-14  0.39E-12 -0.17E-12
    16100  2.9977  0.9834  21.4671     12.000  12.000  12.000      7.1311   7.1777   7.1583    -0.12E-12  0.26E-12 -0.20E-12
    16200  2.9977  0.9800  21.4797     12.000  12.000  12.000      7.1757   7.0950   7.2091    -0.12E-12  0.49E-12 -0.28E-12
    16300  2.9977  1.0039  21.4572     12.000  12.000  12.000      7.1109   7.1571   7.1892    -0.22E-13  0.46E-12 -0.47E-12
    16400  2.9977  0.9821  21.4597     12.000  12.000  12.000      7.1110   7.1859   7.1629    -0.97E-13  0.25E-12 -0.36E-12
    16500  2.9977  1.0070  21.6105     12.000  12.000  12.000      7.1654   7.2316   7.2134    -0.23E-13  0.21E-12 -0.62E-12
    16600  2.9977  1.0198  21.6439     12.000  12.000  12.000      7.2131   7.2309   7.1999     0.11E-12 -0.12E-12 -0.39E-12
    16700  2.9977  1.0138  21.5231     12.000  12.000  12.000      7.1551   7.2010   7.1670     0.12E-13 -0.32E-13 -0.37E-12
    16800  2.9977  0.9905  21.4351     12.000  12.000  12.000      7.1509   7.1776   7.1066     0.21E-12  0.17E-13 -0.30E-12
    16900  2.9977  0.9835  21.4518     12.000  12.000  12.000      7.1440   7.1780   7.1297     0.81E-13  0.35E-13  0.62E-13
    17000  2.9977  1.0092  21.5200     12.000  12.000  12.000      7.1397   7.2118   7.1685     0.18E-12  0.98E-13 -0.19E-12
    17100  2.9977  1.0108  21.5742     12.000  12.000  12.000      7.1943   7.1969   7.1830     0.27E-12  0.62E-13 -0.23E-12
    17200  2.9977  0.9944  21.5623     12.000  12.000  12.000      7.1952   7.1928   7.1743     0.23E-12  0.96E-13 -0.13E-12
    17300  2.9977  0.9830  21.4653     12.000  12.000  12.000      7.1190   7.1602   7.1861    -0.11E-12 -0.26E-13 -0.52E-12
    17400  2.9977  1.0069  21.5746     12.000  12.000  12.000      7.1570   7.2002   7.2174     0.59E-13  0.34E-12 -0.24E-12
    17500  2.9977  1.0031  21.5091     12.000  12.000  12.000      7.1243   7.2029   7.1819     0.13E-12  0.46E-12 -0.24E-12
    17600  2.9977  1.0084  21.4599     12.000  12.000  12.000      7.0942   7.2074   7.1583     0.88E-12  0.40E-12 -0.25E-12
    17700  2.9977  1.0029  21.5099     12.000  12.000  12.000      7.1666   7.1385   7.2047     0.15E-12  0.54E-12 -0.19E-12
    17800  2.9977  0.9817  21.4440     12.000  12.000  12.000      7.1004   7.1485   7.1951     0.62E-13  0.40E-12 -0.17E-12
    17900  2.9977  0.9847  21.4276     12.000  12.000  12.000      7.1064   7.1540   7.1673    -0.22E-12  0.48E-12 -0.89E-13
    18000  2.9977  0.9983  21.4913     12.000  12.000  12.000      7.1598   7.1466   7.1849     0.14E-12  0.47E-12  0.27E-13
    18100  2.9977  0.9920  21.4512     12.000  12.000  12.000      7.1787   7.1551   7.1173     0.21E-13  0.67E-12 -0.29E-13
    18200  2.9977  0.9814  21.3929     12.000  12.000  12.000      7.1429   7.1170   7.1330    -0.54E-13  0.61E-12 -0.11E-12
    18300  2.9977  0.9803  21.4913     12.000  12.000  12.000      7.1961   7.1203   7.1749    -0.34E-12  0.52E-12  0.76E-13
    18400  2.9977  1.0043  21.5344     12.000  12.000  12.000      7.1947   7.1685   7.1712    -0.34E-12  0.74E-12  0.25E-12
    18500  2.9977  1.0094  21.4762     12.000  12.000  12.000      7.2079   7.1374   7.1310    -0.26E-12  0.69E-12  0.24E-12
    18600  2.9977  0.9988  21.5214     12.000  12.000  12.000      7.1438   7.1701   7.2074    -0.21E-12  0.64E-12  0.22E-12
    18700  2.9977  0.9935  21.5538     12.000  12.000  12.000      7.1740   7.1962   7.1835    -0.34E-12  0.56E-12  0.40E-12
    18800  2.9977  0.9878  21.4273     12.000  12.000  12.000      7.0984   7.1703   7.1586    -0.40E-12  0.55E-12  0.19E-12
    18900  2.9977  0.9900  21.5228     12.000  12.000  12.000      7.1099   7.2074   7.2056    -0.32E-12  0.49E-12  0.37E-12
    19000  2.9977  0.9907  21.4077     12.000  12.000  12.000      7.1339   7.1614   7.1124    -0.31E-12  0.33E-12 -0.49E-13
    19100  2.9977  0.9913  21.4940     12.000  12.000  12.000      7.1287   7.2080   7.1573    -0.26E-12  0.39E-12 -0.17E-13
    19200  2.9977  1.0044  21.5609     12.000  12.000  12.000      7.1685   7.1765   7.2159    -0.67E-13  0.19E-12  0.94E-13
    19300  2.9977  0.9794  21.5071     12.000  12.000  12.000      7.2477   7.1266   7.1328    -0.33E-12  0.49E-12 -0.21E-12
    19400  2.9977  1.0009  21.6010     12.000  12.000  12.000      7.1528   7.2135   7.2347    -0.62E-13  0.46E-12  0.26E-12
    19500  2.9977  1.0110  21.6087     12.000  12.000  12.000      7.2212   7.2001   7.1875    -0.33E-12  0.22E-12  0.21E-12
    19600  2.9977  0.9811  21.4656     12.000  12.000  12.000      7.1116   7.1796   7.1744    -0.11E-12  0.38E-12  0.16E-12
    19700  2.9977  0.9920  21.5996     12.000  12.000  12.000      7.1967   7.2016   7.2013     0.96E-14  0.35E-12  0.28E-12
    19800  2.9977  1.0114  21.5202     12.000  12.000  12.000      7.1541   7.1846   7.1814    -0.12E-12  0.45E-12  0.22E-12
    19900  2.9977  1.0057  21.6373     12.000  12.000  12.000      7.2113   7.2171   7.2090     0.35E-12  0.27E-12  0.31E-12
    20000  2.9977  0.9884  21.6052     12.000  12.000  12.000      7.2212   7.1742   7.2098     0.30E-12  0.34E-12  0.12E-12
    20100  2.9977  0.9734  21.5763     12.000  12.000  12.000      7.1926   7.1374   7.2462    -0.88E-13  0.40E-13  0.33E-12
    20200  2.9977  1.0053  21.4890     12.000  12.000  12.000      7.1924   7.1323   7.1644    -0.37E-13  0.28E-12  0.25E-12
    20300  2.9977  0.9967  21.4980     12.000  12.000  12.000      7.2057   7.1464   7.1458     0.20E-12 -0.22E-13  0.30E-12
